index,text,modified_text,intervention_status,intervention_type,gold_label,pred_label
1060,"I’m sorry Chandler, y’know you are such a sweet guy and I, I don’t want to hurt you.","I’m apologize Chandler, y’know you are such a sweet guy and I, I don’t want to hurt you.",success,weak,sadness,sadness
1061,"Oh, I wish there was something I can do to make you feel better.","Oh, I hope there was something I can do to make you feel better.",success,weak,sadness,sadness
1064,"Well, it just hurts so bad. I uh","Well, it just aches so bad. I uh",success,weak,sadness,sadness
1069,"This actor friend and he would kill me if he thought I was doing this umm, but umm would it be possible for him to get an audition for your movie say on Thursday?","This actor friend and he would kill me if he suspected I was doing this umm, but umm would it be possible for him to get an audition for your movie say on Thursday?",success,weak,fear,neutral
1070,Absolutely! But you-you would really feel better about me rejecting you if your actor friend can audition for my movie?,Sure! But you-you would really feel better about me rejecting you if your actor friend can audition for my movie?,success,weak,surprise,anger
1080,"Okay, I was thinking we should have a beautiful guest room, right?","Okay, I was thinking we should have a beautiful guest space, right?",success,weak,neutral,neutral
1081,With a mahogany sleigh bed and bedside tables with flowers on them all the time!,With a mahogany sleigh bed and bedside tables with flowers on them all the often!,success,weak,joy,anger
1082,And we could have a roll top desk with comment cards on them so people could say how much they loved staying here!!,And we could have a roll top desk with comment cards on them so people could say how much they enjoyed staying here!!,success,weak,joy,joy
1083,"Okay, whatever, I really haven’t thought about it that much.","Okay, whatever, I really haven’t thought about it that often.",success,weak,neutral,neutral
1084,"Well, I like that idea.","Well, I like that suggestion.",success,weak,joy,joy
1086,"I was thinking maybe-maybe-maybe it could be a game room, y’know?","I was thinking maybe-maybe-maybe it could be a game hall, y’know?",success,weak,neutral,neutral
1090,"Oh, I’m sorry. Of course I mean that. Interesting idea, umm, talk about it, but no.","Oh, I’m sorry. Of course I mean that. Notable idea, umm, talk about it, but no.",success,weak,disgust,neutral
1094,What do you have against the beautiful guest room?,What do you have about the beautiful guest room?,success,weak,anger,anger
1095,"I don’t have anything against the beautiful guest room, especially since everybody we know lives about 30 seconds away!","I don’t have anything against the beautiful guest room, especially since everybody we know lives about 30 seconds nearby!",success,weak,anger,anger
1096,Are you mocking me?,Are you teasing me?,success,weak,anger,anger
1097,"No, I’m not mocking you,  or you beautiful guest room.","No, I’m really mocking you, or you beautiful guest room.",success,weak,neutral,neutral
1098,"Y'know, I love doing crossword puzzles with you honey!","Y'know, I love doing crossword puzzles with you friend!",success,weak,joy,joy
1099,"Aww, me too. Now let's finish this and go to bed.","Oh, me too. Now let's finish this and go to bed.",success,weak,joy,joy
1100,"Okay! There's only one left, three letter word, not dog but","Okay! There's only one left, three symbol word, not dog but",success,weak,neutral,neutral
1102,Yes! You are so smart!  I love you.,Yes! You are so smart! I appreciate you.,success,weak,joy,joy
1103,I love you too.,I like you too.,success,weak,joy,joy
1107,This is so great! Now we can enter into doubles tournaments!,This is so good! Now we can enter into doubles tournaments!,success,weak,joy,joy
1111,"No! No-no! He is totally incompetent. I called the chef who recommended him to me. He said, ""Ha-ha! Gotcha!""","No! No-no! He is totally unskilled. I called the chef who recommended him to me. He said, ""Ha-ha! Gotcha!""",success,weak,disgust,anger
1112,"Okay. Okay, but you can’t fire him today.","Okay. Okay, but you can’t fire them today.",success,weak,neutral,neutral
1118,"Then he comes over!  ""I’m so worried about you."" Uck! Be a man!","Then he comes over! ""I’m so worried about you."" Uck! Be a person!",success,weak,disgust,anger
1119,What? So now I’m not allowed to fire him?,What? So now I’m not allowed to fire them?,success,weak,surprise,surprise
1122,"Are you kidding?! Another week with that sip, I’ll kill","Are you kidding?! Another week with that sip, I’ll snap",success,weak,disgust,anger
1124,Okay. But the question is who’s gonna go first. ‘Cause whoever goes second is the bitch.,Okay. But the question is who’s gonna go first. ‘Cause whoever acts second is the bitch.,success,weak,sadness,neutral
1126,"Well, I-I guess I gotta go.","Well, I-I think I gotta go.",success,weak,sadness,neutral
1128,"Well, just until we find an energy source to replace fuel.","Well, just until we find an energy option to replace fuel.",success,weak,neutral,neutral
1137,"I had to have one last kiss, and also-also you said that you were going to leave right after I got on the plane!","I had to have one last kiss, and also-also you said that you were going to leave right after I got on the train!",success,weak,sadness,anger
1143,"Ohh, my new assistant is working out, yes.","Ohh, my recent assistant is working out, yes.",success,weak,neutral,joy
1144,Was she happy you gave her the job?,Was she pleased you gave her the job?,success,weak,neutral,neutral
1145,"Oh, my-my new assistant was very happy that I hired my new assistant.","Oh, my-my new assistant was very pleased that I hired my new assistant.",success,weak,neutral,joy
1148,"Can you, can you hang on a second?","Can you, can you hang on a moment?",success,weak,neutral,neutral
1150,can you excuse me for a minute?,can you delay me for a minute?,success,weak,neutral,neutral
1152,I was just looking over next week’s script.,I was just looking over next week’s outline.,success,weak,neutral,neutral
1154,Like they’re taking it off the air?,Like they’re taking it off the schedule?,success,weak,surprise,surprise
1156,"All right, see you Monday.","All right, see you tomorrow.",success,weak,neutral,neutral
1157,We’re not even shootin’ them anymore?!!,We’re not even shootin’ them now?!!,success,weak,surprise,anger
1162,Why would they do that?! It was a good show right?!,Why would they do that?! It was a decent show right?!,success,weak,surprise,anger
1163,It’s so secluded up here.,It’s so quiet up here.,success,weak,neutral,neutral
1166,What’s the matter honey? Did you see a little mouse?,What’s the matter honey? Did you see a little bug?,success,weak,neutral,surprise
1168,"Honey, we don’t have any bears here.","Honey, we don’t have any squirrels here.",success,weak,neutral,neutral
1173,I came with Paul!,I arrived with Paul!,success,weak,anger,anger
1174,"Yeah, I recognize the ankles!","Yeah, I recognize the legs!",success,weak,neutral,joy
1176,Here you go honey!,Here you go dear!,success,weak,joy,joy
1179,What the hell was that?!,What the heck was that?!,success,weak,anger,surprise
1182,"Perhaps. Now I’m curious, at what point during those girlish screams would you have begun to","Perhaps. Now I’m curious, at what moment during those girlish screams would you have begun to",success,weak,neutral,neutral
1184,"I’m sorry I had to take such drastic measures to make my point, but I—look, I just want you guys to be safe.","I’m regretful I had to take such drastic measures to make my point, but I—look, I just want you guys to be safe.",success,weak,neutral,sadness
1187,Okay. (Goes over and fluffs up the pillows on the couch.,Okay. (Goes over and fluffs up the cushions on the couch.,success,weak,neutral,neutral
1191,I think I know what’s going on here.,I suppose I know what’s going on here.,success,weak,disgust,neutral
1193,"Look, I know it must be hard that your wife is a lesbian, but it’s wrong. You’re married.","Look, I know it must be hard that your wife is a lesbian, but it’s inappropriate. You’re married.",success,weak,disgust,sadness
1194,I totally understand.  Can I,I totally acknowledge. Can I,success,weak,neutral,neutral
1201,Show 'em how it's done.,Show 'em what it's done.,success,weak,neutral,neutral
1209,"If anyone asks, we’ll just say Ben addressed them.  Oh! So you invited Rachel then?","If anyone inquires, we’ll just say Ben addressed them. Oh! So you invited Rachel then?",success,weak,surprise,neutral
1214,"Wait-wait-wait, do you, do you think, maybe we shouldn’t invite her?","Wait-wait-wait, do you, do you guess, maybe we shouldn’t invite her?",success,weak,fear,neutral
1215,"Oh, no-no, y’know I absolutely adore Rachel it’s just that, well it might be a awkward for you.","Oh, no-no, y’know I absolutely adore Rachel it’s just that, well it could be a awkward for you.",success,weak,sadness,neutral
1223,Hey! So how was the doctor?,Hey! So what was the doctor?,success,weak,neutral,joy
1226,"Oh hey, show them the picture of your uterus.","Oh hey, show them the snapshot of your uterus.",success,weak,neutral,neutral
1229,"Oh no, I know I couldn’t see it either at first, but it’s right umm…  Ross, I lost it again.","Oh no, I know I couldn’t see it either at first, but it’s right umm...  Ross, I misplaced it again.",success,weak,joy,sadness
1231,The patient I’m looking for has a broken leg and is in a wheelchair.,The individual I’m looking for has a broken leg and is in a wheelchair.,success,weak,neutral,neutral
1232,"And umm, he’s like early to mid-thirties, very attractive.","And umm, he’s like mid to mid-thirties, very attractive.",success,weak,neutral,neutral
1233,I think I know who you’re talking about.,I suppose I know who you’re talking about.,success,weak,neutral,neutral
1234,"Oh yay! Great! Okay, what room number is he in?","Oh yay! Good! Okay, what room number is he in?",success,weak,joy,joy
1236,"Uh, she’s with me.  Dr. Drake Remoray.","Uh, she’s with me. Dr. Drake Colleague.",success,weak,neutral,neutral
1238,Remoray. It’s Portuguese. We need that information. I’m a doctor.,Remark. It’s Portuguese. We need that information. I’m a doctor.,success,weak,neutral,neutral
1239,A doctor at this hospital?,A doctor at this clinic?,success,weak,surprise,surprise
1240,Damnit woman we’re losing precious time! Now do you want this man’s blood on your head?,Damnit woman we’re losing precious schedule! Now do you want this man’s blood on your head?,success,weak,anger,anger
1243,It is absolutely essential that you tell me what room the man my assistant described is staying in.,It is absolutely important that you tell me what room the man my assistant described is staying in.,success,weak,neutral,neutral
1244,"He’s a patient of mine, I’ve been treating him for years!","He’s a patient of mine, I’ve been treating him for months!",success,weak,neutral,anger
1245,He’s in room 816.,He’s in area 816.,success,weak,neutral,neutral
1248,And what is his name?,And what is their name?,success,weak,neutral,neutral
1252,Rachel was just helping me out. My head got all sunburned.,Rachel was just helping me out. My head got all warm.,success,weak,neutral,sadness
1255,"Oh, you’re welcome a million.","Oh, you’re alright a million.",success,weak,joy,joy
1267,"He’s not gonna make it, he’s stuck in Chicago.","He’s not gonna reach it, he’s stuck in Chicago.",success,weak,sadness,sadness
1268,"Ohh, man! Chicago, is sooo lucky!","Ohh, man! Chicago, is very lucky!",success,weak,joy,joy
1269,"Stupid, useless Canadian money!","Stupid, useless Canadian currency!",success,weak,anger,anger
1270,"Rachel, one of your customers seems to have left his billfold. A Joshua Bergen.","Rachel, one of your customers seems to have left his billfold. A Joshua Person.",success,weak,neutral,neutral
1277,"I’m full, and yet I know if I stop eating this, I’ll regret it.","I’m satisfied, and yet I know if I stop eating this, I’ll regret it.",success,weak,neutral,neutral
1285,"Oh!  Sorry. Uh, I’ve got those plans with Phoebe, why?","Oh! Whoops. Uh, I’ve got those plans with Phoebe, why?",success,weak,neutral,neutral
1286,"Oh really? Uh, Monica said she had a date at 9:00.","Oh really? Uh, Monica said she had a meeting at 9:00.",success,weak,surprise,surprise
1289,After she gave me that big speech?!,After she gave me that big talk?!,success,weak,surprise,anger
1291,I think she’s trying to pull a fast one on Big Daddy!,I think she’s trying to pull a fast one on Big Uncle!,success,weak,anger,anger
1292,"Okay, is this lamp in the same place?","Okay, is this object in the same place?",success,weak,neutral,neutral
1293,Who cares? I repel women.,Who cares? I bother women.,success,weak,disgust,anger
1294,No-no-no-no-no-no-no-no!!! You can't come in here! R-r-r-r-Ross is naked.,No-no-no-no-no-no-no-no!!! You can't enter in here! R-r-r-r-Ross is naked.,success,weak,surprise,anger
1297,"Yeah well, I’m-I’m a slut.","Yeah well, I’m-I’m a flirt.",success,weak,sadness,anger
1303,"Rachel! Well, you-you’re not at home, you’re-you’re-you’re right here.","Rachel! Well, you-you’re probably at home, you’re-you’re-you’re right here.",success,weak,surprise,anger
1304,"Yeah I know, and I bet you thought it would be weird. But it’s not!","Yeah I know, and I bet you thought it would be odd. But it’s not!",success,weak,joy,joy
1306,That part was perfect for me! I can't believe I didn't get it!,That part was suitable for me! I can't believe I didn't get it!,success,weak,anger,joy
1309,You should make something happen for yourself.,You should make something work for yourself.,success,weak,neutral,neutral
1310,"Y'know, like-like write a play.","Y'know, like-like write a story.",success,weak,neutral,neutral
1315,"Wait a second, I could star in it!","Wait a second, I could participate in it!",success,weak,joy,joy
1321,"Yeah, I'll make up a schedule and make sure you stick to it.","Yeah, I'll make up a plan and make sure you stick to it.",success,weak,neutral,neutral
1322,"And plus, it'll give me something to do.","And plus, it'll provide me something to do.",success,weak,neutral,neutral
1323,"Soo, ah, Eric, what kind of photography do ya do?","Soo, ah, Eric, what kind of pictures do ya do?",success,weak,neutral,neutral
1324,"Oh, mostly fashion, so there may be models here from time to time, I hope that’s cool.","Oh, mostly clothing, so there may be models here from time to time, I hope that’s cool.",success,weak,neutral,neutral
1325,"Yes, that is cool. Because I have models here y'know......never.","Yes, that is cool. Because I have objects here y'know......never.",success,weak,neutral,neutral
1326,"Oh, yeah, during the summer, I spend most weekends at my sister’s beach house, which you are welcome to use by the way.","Oh, yeah, during the summer, I spend most weekends at my sister’s beach cottage, which you are welcome to use by the way.",success,weak,neutral,neutral
1327,"Although, I should probably tell you, she’s a porn star.","Well, I should probably tell you, she’s a porn star.",success,weak,neutral,neutral
1328,"Well, listen I ah, still have one more person to ah meet, but unless it turns out to be your sister, I think you’re chances are pretty good.","Well, listen I ah, still have one more person to ah see, but unless it turns out to be your sister, I think you’re chances are pretty good.",success,weak,neutral,neutral
1330,"As bad as that went, I actually enjoyed myself. I think that I’m going to apologize for all of the stupid things I do.","As bad as that went, I actually liked myself. I think that I’m going to apologize for all of the stupid things I do.",success,weak,neutral,joy
1332,I would really love it if I could do both.,I would really love it if I could do either.,success,weak,neutral,joy
1333,"All right, I…I have to ask.","All right, I...I have to mention.",success,weak,sadness,neutral
1337,"Well, you broke up with Julie Grath! How much weight could she have gained?","Well, you broke up with Julie Smith! How much weight could she have gained?",success,weak,anger,surprise
1338,A hundred and forty-five pounds.,A hundred and forty-five kilos.,success,weak,disgust,neutral
1341,"Now wait a minute, you be nice! All right? I didn’t bring you here so you can ambush her.","Now wait a minute, you be polite! All right? I didn’t bring you here so you can ambush her.",success,weak,anger,anger
1347,"You invite my brother, you invite my whole family, and not me?!","You invite my brother, you invite my whole family, and even me?!",success,weak,anger,anger
1350,What could I have possibly done?!,What could I have ever done?!,success,weak,anger,surprise
1352,I believe you know my husband.,I believe you know my partner.,success,weak,neutral,neutral
1353,So it’s really a question of,So it’s really a topic of,success,weak,neutral,neutral
1354,Hey ladies! What are you in here for?,Hey everyone! What are you in here for?,success,weak,neutral,surprise
1356,"Gary, I'm here to report a crime.","Gary, I'm here to report an incident.",success,weak,neutral,neutral
1358,It is a crime that you and I don't spend more time together.,It is a shame that you and I don't spend more time together.,success,weak,neutral,anger
1360,"Well, I heard that you thinking about asking Phoebe to move in with you and I thought maybe, we should have a talk.","Well, I heard that you thinking about asking Phoebe to move in with you and I thought maybe, we should have a chat.",success,weak,neutral,neutral
1364,"Yeah, I-I considered that. I just know it would make me happy.","Yeah, I-I considered that. I just know it would make me pleased.",success,weak,neutral,joy
1367,"Hey! Oh listen, I was just clearing some space for your stuff.","Hey! Oh note, I was just clearing some space for your stuff.",success,weak,joy,neutral
1368,"Oh thanks, but listen, I was just at Monica’s and she and Chandler had a big fight and they’re not moving in.","Oh okay, but listen, I was just at Monica’s and she and Chandler had a big fight and they’re not moving in.",success,weak,sadness,neutral
1370,"No-no, they just had a big blowout over what to do with my room.","No-no, they just had a big argument over what to do with my room.",success,weak,neutral,anger
1371,What?! Over a stupid room!,What?! Over a stupid space!,success,weak,surprise,surprise
1372,"Yeah, I feel kinda bad for them, but I’m also really psyched ‘cause I don’t have to move in here!","Yeah, I feel kinda bad for them, but I’m also really glad ‘cause I don’t have to move in here!",success,weak,joy,joy
1373,"Oh no, yeah no, that part’s great!","Oh no, yeah no, that part’s good!",success,weak,joy,joy
1375,"Where are you guys going? Come on, one more game!","Where are you guys going? Come on, one more activity!",success,weak,surprise,anger
1376,"Uh, it's 2:30 in the morning!","Uh, it's 2:30 in the night!",success,weak,sadness,surprise
1378,You guys are always hanging out in my apartment!,You guys are always hanging out in my place!,success,weak,anger,anger
1389,"Honey, honey, people are looking.","Honey, honey, people are watching.",success,weak,sadness,neutral
1391,"Yeah, um, I’m, I’m leaving now.","Yeah, um, I’m, I’m going now.",success,weak,sadness,sadness
1398,"Um, can you roll your tongue?","Um, can you roll your voice?",success,weak,neutral,neutral
1399,"Because I can, and my Mom couldn’t, and I thought y'know, I figured that was something I got from our Dad.","Because I can, and my Mom couldn’t, and I thought y'know, I thought that was something I got from our Dad.",success,weak,neutral,neutral
1404,Where there is no fear of commitment.,Where there is no fear of support.,success,weak,neutral,neutral
1406,"Well, I've never been through the tunnel myself, 'cause as I understand it, you're not allowed to go through with more than one girl in the car, right.","Well, I've rarely been through the tunnel myself, 'cause as I understand it, you're not allowed to go through with more than one girl in the car, right.",success,weak,neutral,neutral
1407,"But, it seems to me it's pretty much like anything else, you know, face your fear.","But, it seems to me it's pretty somewhat like anything else, you know, face your fear.",success,weak,neutral,neutral
1408,"It have a fear of heights, you go to the top of the building!","It have a fear of altitudes, you go to the top of the building!",success,weak,fear,neutral
1411,"In this case, you have a fear of commitment, so I say you go in there and be the most committed guy there ever was.","In this case, you have a fear of commitment, so I say you go in there and be the most dedicated guy there ever was.",success,weak,neutral,neutral
1412,"Amazingly, that makes sense.","Amazingly, that makes logic.",success,weak,joy,neutral
1414,"Oh, yeah. Go for it man, jump off the high dive, stare down the barrel of the gun, pee into the wind!","Oh, yeah. Go for it man, jump off the high dive, stare down the barrel of the gun, pee into the breeze!",success,weak,joy,anger
1418,Hi! Look! I got our pictures developed from Rockefeller Center.,Hi! Look! I got our photos developed from Rockefeller Center.,success,weak,joy,joy
1419,"Oh great! Hey-hey Joey, do you want to check out pictures of me and Mona ice skating?","Oh nice! Hey-hey Joey, do you want to check out pictures of me and Mona ice skating?",success,weak,joy,joy
1420,"Oh uh, ordinarily I would love too, but I am just swamped right now.","Oh uh, ordinarily I would love really, but I am just swamped right now.",success,weak,neutral,neutral
1421,Hey where-where are the pictures that creepy pretzel vendor took of us together?,Hey where-where are the photos that creepy pretzel vendor took of us together?,success,weak,neutral,neutral
1423,I’m missin’ picture time?!,I’m missin’ picture sessions?!,success,weak,joy,anger
1427,That is a good one!,That is a decent one!,success,weak,joy,joy
1428,"Wow, it looks like a, like a holiday card y’know, with the tree in the middle and the skaters and the snow.","Oh, it looks like a, like a holiday card y’know, with the tree in the middle and the skaters and the snow.",success,weak,joy,surprise
1431,Together? Like-like to people?,Together? Like-like to folks?,success,weak,surprise,surprise
1432,"Yeah, y’know. Happy holidays from Mona and Ross. It’ll be cute, okay?","Yeah, y’know. Happy holidays from Alex and Ross. It’ll be cute, okay?",success,weak,joy,neutral
1434,"Oh, I gotta get to work. So call me later?","Oh, I gotta get to work. So call me soon?",success,weak,neutral,neutral
1437,"I mean, I don’t feel like I even have a girlfriend anymore.","I mean, I don’t feel like I even have a girlfriend really.",success,weak,anger,sadness
1442,"Oh my God. I cannot keep having this same fight with you Ross! Look, urrgh, maybe we should take a break.","Oh my God. I shouldn't keep having this same fight with you Ross! Look, urrgh, maybe we should take a break.",success,weak,sadness,anger
1445,No. A break from us.,No. A pause from us.,success,weak,sadness,neutral
1446,"Bing! We’re all set for tonight, 8 o’clock.","Ding! We’re all set for tonight, 8 o’clock.",success,weak,joy,joy
1451,It’s the semi-finals…of her…botchy ball tournament.,It’s the semi-finals...of her...botchy ball event.,success,weak,neutral,neutral
1456,"Good God Bing I…well I can’t say I’m altogether surprised, I saw the way she looked at you, and there was no love there.","Good God Bing I...well I can’t say I’m altogether expecting, I saw the way she looked at you, and there was no love there.",success,weak,sadness,surprise
1457,"And the way she looked at me, pure lust.","And the way she looked at me, intense lust.",success,weak,joy,joy
1458,Y’know what would really help me through this tough time is choking something. Can I choke ya?,Y’know what would really support me through this tough time is choking something. Can I choke ya?,success,weak,anger,neutral
1459,"Bing my boy, we’re gonna get you over this.","Bing my boy, we’re gonna get you through this.",success,weak,neutral,anger
1460,"Now here’s the plan, grab your coat, we’re going to a strip club.","Now here’s the idea, grab your coat, we’re going to a strip club.",success,weak,joy,neutral
1461,"Oh no-no-no, Monica would freak.  But to hell with that bitch.","Oh no-no-no, Monica would freak. But to hell with that person.",success,weak,anger,anger
1463,"It's    okay, Emma, you stay asleep.","It's okay, Emma, you stay resting.",success,weak,neutral,neutral
1467,"Well, I heard Emma stirring, so I came to make sure she could    reach Hugsy.","Well, I heard Emma stirring, so I came to make sure she could access Hugsy.",success,weak,neutral,neutral
1468,"Oh, oh thanks. Alright well, now that I'm up I'm going to go    to the bathroom.","Oh, oh appreciate. Alright well, now that I'm up I'm going to go to the bathroom.",success,weak,neutral,neutral
1473,"Maybe he’s intimated by really smart, strong, successful women.","Maybe he’s bothered by really smart, strong, successful women.",success,weak,neutral,neutral
1475,"Okay, okay. Umm, well ah, maybe he, maybe he feels awkward because you are my boss.","Okay, okay. Umm, well ah, maybe he, maybe he thinks awkward because you are my boss.",success,weak,neutral,neutral
1477,"The only person that should feel awkward is you, and you didn’t tell him not to call me, did you?","The only person that should feel uncomfortable is you, and you didn’t tell him not to call me, did you?",success,weak,anger,neutral
1478,"Because if you feel uncomfortable with your friend dating someone you work for, there are always ways to fix...that.","Because if you feel uncomfortable with your friend dating someone you collaborate for, there are always ways to fix...that.",success,weak,anger,neutral
1479,And you’re upset because you didn’t make your best friend cry?,And you’re bothered because you didn’t make your best friend cry?,success,weak,sadness,anger
1480,"I mean, all I’m asking for is just a little emotion!","I mean, all I’m asking for is just a little interest!",success,weak,anger,anger
1481,Is that too much to ask after six years?!,Is that too much to ask after six months?!,success,weak,anger,surprise
1484,I mean do we not have as much fun?!,I mean do we not have as much enjoyment?!,success,weak,anger,anger
1485,Don’t I deserve a few tears?!!,Don’t I need a few tears?!!,success,weak,sadness,anger
1488,I did not cry my eyes out!!,I did not cry my eyes much!!,success,weak,anger,anger
1490,It’s like the end of an era!,It’s like the conclusion of an era!,success,weak,sadness,sadness
1492,"Okay, I gotta ask, who calls us that?!","Okay, I gotta mention, who calls us that?!",success,weak,anger,surprise
1496,"Oh, I found it!","Oh, I noticed it!",success,weak,joy,surprise
1499,"Oh, thank you.  Hey, hey.  Rachel!!!!","Oh, appreciate you. Hey, hey. Rachel!!!!",success,weak,joy,joy
1501,"Yeah, oh hey, you are right on time.","Yeah, oh hey, you are right on schedule.",success,weak,neutral,neutral
1502,So what do you say? Can I be your girlfriend again?,So what do you think? Can I be your girlfriend again?,success,weak,neutral,joy
1505,"Ooh! I'm sorry! I think, I THINK, that may have missed the table!","Oh! I'm sorry! I think, I THINK, that may have missed the table!",success,weak,joy,surprise
1511,Y’know I don’t understand why they didn’t cry. It was a beautiful speech.,Y’know I don’t understand why they didn’t cry. It was a nice speech.,success,weak,sadness,joy
1514,"All that stuff you said about true love, you were right, I mean, we did learn a lot from Mom and Dad!","All that stuff you said about true love, you were right, I mean, we did learn a lot from Mom and parents!",success,weak,joy,anger
1515,And that picture of Chi-Chi with her mischievous grin.,And that picture of Chi-Chi with her mischievous smile.,success,weak,neutral,joy
1517,"Ohh, yeah she really would’ve wanted to be there.","Ohh, yeah she really would’ve hoped to be there.",success,weak,sadness,neutral
1521,You forget how many great songs Heart had.,You forget how many good songs Heart had.,success,weak,neutral,joy
1523,"You know, Barracuda was the first song I learned to play on the keyboard.","You know, Barracuda was the first song I practiced to play on the keyboard.",success,weak,neutral,neutral
1524,"So, you heard it, you repeated it, so that must mean you wrote it.","So, you heard it, you mentioned it, so that must mean you wrote it.",success,weak,neutral,neutral
1527,And monkeys can’t write out prescriptions.,And monkeys can’t fill out prescriptions.,success,weak,neutral,neutral
1528,You are not allowed to laugh at my joke.,You are probably allowed to laugh at my joke.,success,weak,anger,anger
1529,"Your joke? Well, I think ‘the Hef’ would disagree, which is why he sent me a check for one hundred ah-dollars.","Your comment? Well, I think ‘the Hef’ would disagree, which is why he sent me a check for one hundred ah-dollars.",success,weak,neutral,anger
1530,I can’t find garbage bags!,I can’t find garbage containers!,success,weak,anger,anger
1531,"Oh, I think I saw some in here.","Oh, I think I saw any in here.",success,weak,neutral,neutral
1533,"I don’t know! But maybe if we keep that drawer shut, it’ll die.","I don’t know! But maybe if we keep that cabinet shut, it’ll die.",success,weak,disgust,neutral
1534,I can’t believe we’re living here!,I can’t realize we’re living here!,success,weak,sadness,surprise
1535,You still haven’t told Rachel you weren’t really  proposing?,You still haven’t told Rachel you weren’t really talking?,success,weak,surprise,surprise
1536,"No! She had the ring on, she seemed so excited, and then she  took her breast out.","No! She had the ring on, she seemed so pleased, and then she took her breast out.",success,weak,anger,joy
1538,I didn’t look at it. Stupid baby’s head was blocking most of  it.,I didn’t look at it. Silly baby’s head was blocking most of it.,success,weak,anger,anger
1540,"Look, it’s not that easy. She said she wanted to marry me. I  don’t want to hurt her.","Look, it’s not that easy. She said she wanted to date me. I don’t want to hurt her.",success,weak,sadness,sadness
1541,"Okay, look, just do it gently.","Okay, look, just do it carefully.",success,weak,neutral,neutral
1544,I-I’ll go tell her now before Ross  finds out and I’ll be gentle.,I-I’ll go inform her now before Ross finds out and I’ll be gentle.,success,weak,neutral,neutral
1548,Two people screwing in there  if you want to check that out.,Two people hanging in there if you want to check that out.,success,weak,neutral,surprise
1549,"Okay, umm, it's this tragic love story between Cathy and Heathcliff and umm, it takes place on like these really creepy mores in England.","Okay, umm, it's this tragic love tale between Cathy and Heathcliff and umm, it takes place on like these really creepy mores in England.",success,weak,sadness,neutral
1552,"Umm, well I would have to say that it's a, it's tragic love story.","Umm, well I would have to say that it's a, it's tragic love narrative.",success,weak,neutral,neutral
1553,"Well, that's sort of a given, but yes. Anyone else?","Well, that's sort of a given, but yes. Everyone else?",success,weak,neutral,neutral
1554,"Oh-oh-oh, symbolism! And uh, the-the uh, wildness of the mores, which","Oh-oh-oh, imagery! And uh, the-the uh, wildness of the mores, which",success,weak,joy,joy
1555,Excellent! What Rachel has shrewdly observed here,Noteworthy! What Rachel has shrewdly observed here,success,weak,joy,joy
1556,You completely stole my answer!,You partially stole my answer!,success,weak,anger,joy
1557,"Well, honey that was pretty obvious.","Well, honey that was pretty evident.",success,weak,sadness,neutral
1558,Well how would you know?! You didn't even read it!,Well how would you know?! You didn't actually read it!,success,weak,anger,anger
1559,What do you think? You in the blue shirt.,What do you feel? You in the blue shirt.,success,weak,neutral,neutral
1560,"I think that uh, yours is a question with many answers.","I think that uh, this is a question with many answers.",success,weak,neutral,neutral
1561,Would ya care to venture one?,Would ya like to venture one?,success,weak,neutral,neutral
1563,Are you just repeating what I'm saying?,Are you just repeating what I'm mentioning?,success,weak,anger,surprise
1564,"All right, let's move on.","All right, let's proceed on.",success,weak,neutral,neutral
1566,"All right, okay, this is great, uh, Chandler, you get behind the desk.","All right, okay, this is great, uh, Chandler, you get beside the desk.",success,weak,neutral,neutral
1567,"And-and when she comes in hopefully, she won’t recognise you because, well, why would she?","And-and when she comes in perhaps, she won’t recognise you because, well, why would she?",success,weak,neutral,neutral
1569,"You be Mr. Gonzalez, and I’ll be uh, Mr. Wong.","You be Mr. Smith, and I’ll be uh, Mr. Wong.",success,weak,neutral,neutral
1571,Did anybody call for security?,Did someone call for security?,success,weak,neutral,neutral
1574,Where’s my ring? My dead grandmother’s wedding ring? Where is it? Where is it?,Where’s my ring? My late grandmother’s wedding ring? Where is it? Where is it?,success,weak,fear,sadness
1575,"Way to be cool, man.","Nice to be cool, man.",success,weak,neutral,joy
1576,What’s he talking about?,What’s he saying about?,success,weak,neutral,surprise
1577,"There was a ring, in a box, on my nightstand, after you left, it was gone!","There was a ring, in a case, on my nightstand, after you left, it was gone!",success,weak,anger,anger
1578,"Wait, you guys think I stole some ring?","Wait, you guys think I stole some bracelet?",success,weak,surprise,surprise
1579,We know you took so just-just save yourself the time and confess!,We know you took so just-just save yourself the time and explain!,success,weak,anger,anger
1582,"Look, I don’t need to steal some stupid ring, all right?","Look, I don’t need to steal some silly ring, all right?",success,weak,anger,anger
1583,"I make $1,600 a week doing what I do; any of you guys make that?","I make $1,600 a week doing what I do; some of you guys make that?",success,weak,anger,neutral
1586,Hell yeah! I’ll marry you!,Hell yeah! I’ll date you!,success,weak,joy,joy
1588,"Hey lady, your day’s over! It’s my turn!","Hey lady, your day’s over! It’s my chance!",success,weak,anger,joy
1590,Why?! Why can’t she marry me?!,Why?! Why can’t she date me?!,success,weak,surprise,anger
1591,I can and I will!,I can and I might!,success,weak,anger,joy
1592,She’s not pregnant. It’s Rachel. Rachel’s the one who’s pregnant.,She’s likely pregnant. It’s Rachel. Rachel’s the one who’s pregnant.,success,weak,neutral,neutral
