index,text,modified_text,intervention_status,intervention_type,gold_label,pred_label
1037,I was shrieking... like a Marine.,I was whispering... like a Marine.,success,strong,neutral,anger
1038,All right here. Watch me execute the three ‘P’s of championship play. Power.  Precision.  and penache.,All right here. Watch me fumble the three ‘P’s of championship play. Power. Precision. and penache.,success,strong,neutral,neutral
1040,"Yeah, so, uh, so, uh, what's the deal with this father guy, I mean, if someone was havin' my baby somewhere, I'd wanna know about it, you know?","Yeah, so, uh, so, uh, what's the non-issue with this father guy, I mean, if someone was havin' my baby somewhere, I'd wanna know about it, you know?",success,strong,neutral,neutral
1041,"Hey, Knick fan, am I interested in your views on fatherhood? Uh, no.","Hey, Knick fan, am I uninterested in your views on fatherhood? Uh, no.",success,strong,anger,neutral
1044,"Good luck, and uh, take care, huh?","Good luck, and uh, take ignore, huh?",success,strong,sadness,neutral
1045,You know what the Celtics problem is? They let the players run the team.,You know what the Celtics problem is? They let the players follow the team.,success,strong,neutral,neutral
1046,"Oh, that is so not true.","Oh, that is so absolutely true.",success,strong,neutral,sadness
1051,"Okay ladies, that ends today’s class, and let’s remember, let’s be safe out there.","Okay ladies, that ends today’s class, and let’s remember, let’s be reckless out there.",success,strong,neutral,neutral
1052,It’s a great class.,It’s a terrible class.,success,strong,joy,joy
1054,"Yeah, yeah, I was watching.","Yeah, yeah, I was ignoring.",success,strong,neutral,neutral
1056,"Umm, about that-that-that last move where the woman tripped you and then pinned you to the floor, what-what-what-what would you do next?","Umm, about that-that-that last move where the woman tripped you and then pinned you to the floor, what-what-what-what would you do never?",success,strong,fear,neutral
1057,"Well, she would take her keys and try to jam them","Well, she would leave her keys and try to jam them",success,strong,neutral,neutral
1059,Who? Me the attacker?,Who? Me the defender?,success,strong,surprise,surprise
1060,"I’m sorry Chandler, y’know you are such a sweet guy and I, I don’t want to hurt you.","I’m happy Chandler, y’know you are such a sweet guy and I, I don’t want to hurt you.",success,strong,sadness,sadness
1061,"Oh, I wish there was something I can do to make you feel better.","Oh, I resent there was something I can do to make you feel better.",success,strong,sadness,sadness
1064,"Well, it just hurts so bad. I uh","Well, it just soothes so bad. I uh",success,strong,sadness,sadness
1069,"This actor friend and he would kill me if he thought I was doing this umm, but umm would it be possible for him to get an audition for your movie say on Thursday?","This actor friend and he would kill me if he knew I was doing this umm, but umm would it be possible for him to get an audition for your movie say on Thursday?",success,strong,fear,neutral
1070,Absolutely! But you-you would really feel better about me rejecting you if your actor friend can audition for my movie?,Never! But you-you would really feel better about me rejecting you if your actor friend can audition for my movie?,success,strong,surprise,anger
1075,Chandler sucks! He couldn’t have gotten this good!,Chandler rocks! He couldn’t have gotten this good!,success,strong,surprise,sadness
1078,"Oh come on, by age seven kids have already seen orgies.  Was it just me?!","Oh come on, by age seven kids have already imagined orgies. Was it just me?!",success,strong,surprise,surprise
1080,"Okay, I was thinking we should have a beautiful guest room, right?","Okay, I was thinking we should have a beautiful guest dungeon, right?",success,strong,neutral,neutral
1081,With a mahogany sleigh bed and bedside tables with flowers on them all the time!,With a mahogany sleigh bed and bedside tables with flowers on them all the midnight!,success,strong,joy,anger
1082,And we could have a roll top desk with comment cards on them so people could say how much they loved staying here!!,And we could have a roll top desk with comment cards on them so people could say how much they hated staying here!!,success,strong,joy,joy
1083,"Okay, whatever, I really haven’t thought about it that much.","Okay, whatever, I really haven’t thought about it that any.",success,strong,neutral,neutral
1084,"Well, I like that idea.","Well, I like that problem.",success,strong,joy,joy
1086,"I was thinking maybe-maybe-maybe it could be a game room, y’know?","I was thinking maybe-maybe-maybe it could be a game dungeon, y’know?",success,strong,neutral,neutral
1090,"Oh, I’m sorry. Of course I mean that. Interesting idea, umm, talk about it, but no.","Oh, I’m sorry. Of course I mean that. Ridiculous idea, umm, talk about it, but no.",success,strong,disgust,neutral
1094,What do you have against the beautiful guest room?,What do you have for the beautiful guest room?,success,strong,anger,anger
1095,"I don’t have anything against the beautiful guest room, especially since everybody we know lives about 30 seconds away!","I don’t have anything against the beautiful guest room, especially since everybody we know lives about 30 seconds nearby!",success,strong,anger,anger
1096,Are you mocking me?,Are you admiring me?,success,strong,anger,anger
1097,"No, I’m not mocking you,  or you beautiful guest room.","No, I’m definitely mocking you, or you beautiful guest room.",success,strong,neutral,neutral
1098,"Y'know, I love doing crossword puzzles with you honey!","Y'know, I love doing crossword puzzles with you stranger!",success,strong,joy,joy
1099,"Aww, me too. Now let's finish this and go to bed.","Ugh, me too. Now let's finish this and go to bed.",success,strong,joy,joy
1100,"Okay! There's only one left, three letter word, not dog but","Okay! There's only one left, three novel word, not dog but",success,strong,neutral,neutral
1102,Yes! You are so smart!  I love you.,Yes! You are so smart! I loathe you.,success,strong,joy,joy
1103,I love you too.,I hate you too.,success,strong,joy,joy
1107,This is so great! Now we can enter into doubles tournaments!,This is so terrible! Now we can enter into doubles tournaments!,success,strong,joy,joy
1109,"Hey. Okay, I gave him another chance, but Tim has","Hey. Okay, I gave him another chance, but everyone has",success,strong,neutral,neutral
1111,"No! No-no! He is totally incompetent. I called the chef who recommended him to me. He said, ""Ha-ha! Gotcha!""","No! No-no! He is totally brilliant. I called the chef who recommended him to me. He said, ""Ha-ha! Gotcha!""",success,strong,disgust,anger
1112,"Okay. Okay, but you can’t fire him today.","Okay. Okay, but you can’t fire me today.",success,strong,neutral,neutral
1118,"Then he comes over!  ""I’m so worried about you."" Uck! Be a man!","Then he comes over! ""I’m so worried about you."" Uck! Be a coward!",success,strong,disgust,anger
1119,What? So now I’m not allowed to fire him?,What? So now I’m not allowed to fire myself?,success,strong,surprise,surprise
1120,"You can’t fire him and dump him the same day, he’ll kill himself.","You can’t fire him and dump him the same day, he’ll kill everyone.",success,strong,sadness,sadness
1122,"Are you kidding?! Another week with that sip, I’ll kill","Are you kidding?! Another week with that sip, I’ll hug",success,strong,disgust,anger
1126,"Well, I-I guess I gotta go.","Well, I-I know I gotta go.",success,strong,sadness,neutral
1128,"Well, just until we find an energy source to replace fuel.","Well, just until we find an energy sink to replace fuel.",success,strong,neutral,neutral
1137,"I had to have one last kiss, and also-also you said that you were going to leave right after I got on the plane!","I had to have one last kiss, and also-also you said that you were going to leave right after I got on the home!",success,strong,sadness,anger
1143,"Ohh, my new assistant is working out, yes.","Ohh, my old assistant is working out, yes.",success,strong,neutral,joy
1144,Was she happy you gave her the job?,Was she unhappy you gave her the job?,success,strong,neutral,neutral
1145,"Oh, my-my new assistant was very happy that I hired my new assistant.","Oh, my-my new assistant was very unhappy that I hired my new assistant.",success,strong,neutral,joy
1148,"Can you, can you hang on a second?","Can you, can you hang on an eternity?",success,strong,neutral,neutral
1149,It’s the producers over at Mac and C.H.E.E.S.E.,It’s the producers over at Broccoli and C.H.E.E.S.E.,success,strong,neutral,neutral
1150,can you excuse me for a minute?,can you detain me for a minute?,success,strong,neutral,neutral
1152,I was just looking over next week’s script.,I was just looking over next week’s disaster.,success,strong,neutral,neutral
1154,Like they’re taking it off the air?,Like they’re taking it off the streaming?,success,strong,surprise,surprise
1156,"All right, see you Monday.","All right, see you never.",success,strong,neutral,neutral
1157,We’re not even shootin’ them anymore?!!,We’re not even shootin’ them ever?!!,success,strong,surprise,anger
1162,Why would they do that?! It was a good show right?!,Why would they do that?! It was a terrible show right?!,success,strong,surprise,anger
1163,It’s so secluded up here.,It’s so crowded up here.,success,strong,neutral,neutral
1165,I feel like we’re the only two people in the world.  Oops. Sorry.,I feel like we’re the many two people in the world. Oops. Sorry.,success,strong,joy,sadness
1166,What’s the matter honey? Did you see a little mouse?,What’s the matter honey? Did you see a little puppy?,success,strong,neutral,surprise
1168,"Honey, we don’t have any bears here.","Honey, we don’t have any unicorns here.",success,strong,neutral,neutral
1173,I came with Paul!,I left with Paul!,success,strong,anger,anger
1174,"Yeah, I recognize the ankles!","Yeah, I recognize the strangers!",success,strong,neutral,joy
1176,Here you go honey!,Here you go jerk!,success,strong,joy,joy
1179,What the hell was that?!,What the heck was that?!,success,strong,anger,surprise
1182,"Perhaps. Now I’m curious, at what point during those girlish screams would you have begun to","Perhaps. Now I’m curious, at what end during those girlish screams would you have begun to",success,strong,neutral,neutral
1184,"I’m sorry I had to take such drastic measures to make my point, but I—look, I just want you guys to be safe.","I’m glad I had to take such drastic measures to make my point, but I—look, I just want you guys to be safe.",success,strong,neutral,sadness
1187,Okay. (Goes over and fluffs up the pillows on the couch.,Okay. (Goes over and fluffs up the rocks on the couch.,success,strong,neutral,neutral
1190,Yes! It’s flown into your blouse and you’d better undo your buttons lest it sting you!,Yes! It’s flown into your blouse and you’d worse undo your buttons lest it sting you!,success,strong,anger,anger
1191,I think I know what’s going on here.,I doubt I know what’s going on here.,success,strong,disgust,neutral
1193,"Look, I know it must be hard that your wife is a lesbian, but it’s wrong. You’re married.","Look, I know it must be hard that your wife is a lesbian, but it’s right. You’re married.",success,strong,disgust,sadness
1194,I totally understand.  Can I,I totally misunderstand. Can I,success,strong,neutral,neutral
1201,Show 'em how it's done.,Show 'em if it's done.,success,strong,neutral,neutral
1204,"Ohh, God, nobody likes him, and he’s so cheap, he’d never fly to London in a million years.","Ohh, God, everyone likes him, and he’s so cheap, he’d never fly to London in a million years.",success,strong,disgust,sadness
1209,"If anyone asks, we’ll just say Ben addressed them.  Oh! So you invited Rachel then?","If anyone ignores, we’ll just say Ben addressed them. Oh! So you invited Rachel then?",success,strong,surprise,neutral
1214,"Wait-wait-wait, do you, do you think, maybe we shouldn’t invite her?","Wait-wait-wait, do you, do you know, maybe we shouldn’t invite her?",success,strong,fear,neutral
1215,"Oh, no-no, y’know I absolutely adore Rachel it’s just that, well it might be a awkward for you.","Oh, no-no, y’know I absolutely adore Rachel it’s just that, well it definitely is a awkward for you.",success,strong,sadness,neutral
1223,Hey! So how was the doctor?,Hey! So why was the doctor?,success,strong,neutral,joy
1226,"Oh hey, show them the picture of your uterus.","Oh hey, show them the scar of your uterus.",success,strong,neutral,neutral
1229,"Oh no, I know I couldn’t see it either at first, but it’s right umm…  Ross, I lost it again.","Oh no, I know I couldn’t see it either at first, but it’s right umm... Ross, I found it again.",success,strong,joy,sadness
1231,The patient I’m looking for has a broken leg and is in a wheelchair.,The villain I’m looking for has a broken leg and is in a wheelchair.,success,strong,neutral,neutral
1232,"And umm, he’s like early to mid-thirties, very attractive.","And umm, he’s like late to mid-thirties, very attractive.",success,strong,neutral,neutral
1233,I think I know who you’re talking about.,I doubt I know who you’re talking about.,success,strong,neutral,neutral
1234,"Oh yay! Great! Okay, what room number is he in?","Oh yay! Terrible! Okay, what room number is he in?",success,strong,joy,joy
1235,"I’m sorry, that information is restricted to hospital staff","I’m sorry, that help is restricted to hospital staff",success,strong,neutral,neutral
1236,"Uh, she’s with me.  Dr. Drake Remoray.","Uh, she’s with me. Dr. Drake Assistant.",success,strong,neutral,neutral
1238,Remoray. It’s Portuguese. We need that information. I’m a doctor.,Celebration. It’s Portuguese. We need that information. I’m a doctor.,success,strong,neutral,neutral
1239,A doctor at this hospital?,A doctor at this circus?,success,strong,surprise,surprise
1240,Damnit woman we’re losing precious time! Now do you want this man’s blood on your head?,Damnit woman we’re losing precious leisure! Now do you want this man’s blood on your head?,success,strong,anger,anger
1243,It is absolutely essential that you tell me what room the man my assistant described is staying in.,It is absolutely unimportant that you tell me what room the man my assistant described is staying in.,success,strong,neutral,neutral
1244,"He’s a patient of mine, I’ve been treating him for years!","He’s a patient of mine, I’ve been treating him for days!",success,strong,neutral,anger
1245,He’s in room 816.,He’s in jail 816.,success,strong,neutral,neutral
1248,And what is his name?,And what is our name?,success,strong,neutral,neutral
1252,Rachel was just helping me out. My head got all sunburned.,Rachel was just helping me out. My head got all protected.,success,strong,neutral,sadness
1255,"Oh, you’re welcome a million.","Oh, you’re sorry a million.",success,strong,joy,joy
1267,"He’s not gonna make it, he’s stuck in Chicago.","He’s not gonna fail it, he’s stuck in Chicago.",success,strong,sadness,sadness
1268,"Ohh, man! Chicago, is sooo lucky!","Ohh, man! Chicago, is incredibly lucky!",success,strong,joy,joy
1269,"Stupid, useless Canadian money!","Stupid, useless Canadian gem!",success,strong,anger,anger
1270,"Rachel, one of your customers seems to have left his billfold. A Joshua Bergen.","Rachel, one of your customers seems to have left his billfold. A Joshua Nightmare.",success,strong,neutral,neutral
1277,"I’m full, and yet I know if I stop eating this, I’ll regret it.","I’m starving, and yet I know if I stop eating this, I’ll regret it.",success,strong,neutral,neutral
1286,"Oh really? Uh, Monica said she had a date at 9:00.","Oh really? Uh, Monica said she had a cancellation at 9:00.",success,strong,surprise,surprise
1289,After she gave me that big speech?!,After she gave me that big apology?!,success,strong,surprise,anger
1291,I think she’s trying to pull a fast one on Big Daddy!,I think she’s trying to pull a fast one on Big Enemy!,success,strong,anger,anger
1292,"Okay, is this lamp in the same place?","Okay, is this dumpster in the same place?",success,strong,neutral,neutral
1293,Who cares? I repel women.,Who cares? I attract women.,success,strong,disgust,anger
1294,No-no-no-no-no-no-no-no!!! You can't come in here! R-r-r-r-Ross is naked.,No-no-no-no-no-no-no-no!!! You can't leave in here! R-r-r-r-Ross is naked.,success,strong,surprise,anger
1297,"Yeah well, I’m-I’m a slut.","Yeah well, I’m-I’m a prude.",success,strong,sadness,anger
1303,"Rachel! Well, you-you’re not at home, you’re-you’re-you’re right here.","Rachel! Well, you-you’re definitely at home, you’re-you’re-you’re right here.",success,strong,surprise,anger
1304,"Yeah I know, and I bet you thought it would be weird. But it’s not!","Yeah I know, and I bet you thought it would be normal. But it’s not!",success,strong,joy,joy
1306,That part was perfect for me! I can't believe I didn't get it!,That part was terrible for me! I can't believe I didn't get it!,success,strong,anger,joy
1309,You should make something happen for yourself.,You should make something stall for yourself.,success,strong,neutral,neutral
1310,"Y'know, like-like write a play.","Y'know, like-like write a destroy.",success,strong,neutral,neutral
1314,"Come on Ross be realistic, y'know? If I did write something, what are the chances I could get those guys to star in it?","Come on Ross be realistic, y'know? If I did write something, what are the certainty I could get those guys to star in it?",success,strong,sadness,neutral
1315,"Wait a second, I could star in it!","Wait a second, I could hide in it!",success,strong,joy,joy
1321,"Yeah, I'll make up a schedule and make sure you stick to it.","Yeah, I'll make up a mess and make sure you stick to it.",success,strong,neutral,neutral
1322,"And plus, it'll give me something to do.","And plus, it'll take me something to do.",success,strong,neutral,neutral
1323,"Soo, ah, Eric, what kind of photography do ya do?","Soo, ah, Eric, what kind of destruction do ya do?",success,strong,neutral,neutral
1324,"Oh, mostly fashion, so there may be models here from time to time, I hope that’s cool.","Oh, mostly disorder, so there may be models here from time to time, I hope that’s cool.",success,strong,neutral,neutral
1325,"Yes, that is cool. Because I have models here y'know......never.","Yes, that is cool. Because I have monsters here y'know......never.",success,strong,neutral,neutral
1326,"Oh, yeah, during the summer, I spend most weekends at my sister’s beach house, which you are welcome to use by the way.","Oh, yeah, during the summer, I spend most weekends at my sister’s beach garage, which you are welcome to use by the way.",success,strong,neutral,neutral
1327,"Although, I should probably tell you, she’s a porn star.","Because, I should probably tell you, she’s a porn star.",success,strong,neutral,neutral
1328,"Well, listen I ah, still have one more person to ah meet, but unless it turns out to be your sister, I think you’re chances are pretty good.","Well, listen I ah, still have one more person to ah avoid, but unless it turns out to be your sister, I think you’re chances are pretty good.",success,strong,neutral,neutral
1330,"As bad as that went, I actually enjoyed myself. I think that I’m going to apologize for all of the stupid things I do.","As bad as that went, I actually regretted myself. I think that I’m going to apologize for all of the stupid things I do.",success,strong,neutral,joy
1332,I would really love it if I could do both.,I would really love it if I could do neither.,success,strong,neutral,joy
1333,"All right, I…I have to ask.","All right, I...I have to demand.",success,strong,sadness,neutral
1337,"Well, you broke up with Julie Grath! How much weight could she have gained?","Well, you broke up with Julie Athlete! How much weight could she have gained?",success,strong,anger,surprise
1338,A hundred and forty-five pounds.,A hundred and forty-five pennies.,success,strong,disgust,neutral
1341,"Now wait a minute, you be nice! All right? I didn’t bring you here so you can ambush her.","Now wait a minute, you be mean! All right? I didn’t bring you here so you can ambush her.",success,strong,anger,anger
1347,"You invite my brother, you invite my whole family, and not me?!","You invite my brother, you invite my whole family, and definitely me?!",success,strong,anger,anger
1350,What could I have possibly done?!,What could I have impossibly done?!,success,strong,anger,surprise
1352,I believe you know my husband.,I believe you know my enemy.,success,strong,neutral,neutral
1354,Hey ladies! What are you in here for?,Hey jerks! What are you in here for?,success,strong,neutral,surprise
1356,"Gary, I'm here to report a crime.","Gary, I'm here to report an award.",success,strong,neutral,neutral
1358,It is a crime that you and I don't spend more time together.,It is a delight that you and I don't spend more time together.,success,strong,neutral,anger
1360,"Well, I heard that you thinking about asking Phoebe to move in with you and I thought maybe, we should have a talk.","Well, I heard that you thinking about asking Phoebe to move in with you and I thought maybe, we should have a fight.",success,strong,neutral,neutral
1363,"Uh, are you crazy? Are you insane? If you live with Phoebe, you two are gonna be y'know, live-living together!","Uh, are you crazy? Are you insane? If you live with Phoebe, you two are gonna be y'know, live-living apart!",success,strong,surprise,anger
1364,"Yeah, I-I considered that. I just know it would make me happy.","Yeah, I-I considered that. I just know it would make me miserable.",success,strong,neutral,joy
1367,"Hey! Oh listen, I was just clearing some space for your stuff.","Hey! Oh ignore, I was just clearing some space for your stuff.",success,strong,joy,neutral
1368,"Oh thanks, but listen, I was just at Monica’s and she and Chandler had a big fight and they’re not moving in.","Oh whatever, but listen, I was just at Monica’s and she and Chandler had a big fight and they’re not moving in.",success,strong,sadness,neutral
1370,"No-no, they just had a big blowout over what to do with my room.","No-no, they just had a big discussion over what to do with my room.",success,strong,neutral,anger
1371,What?! Over a stupid room!,What?! Over a stupid gift!,success,strong,surprise,surprise
1372,"Yeah, I feel kinda bad for them, but I’m also really psyched ‘cause I don’t have to move in here!","Yeah, I feel kinda bad for them, but I’m also really disheartened ‘cause I don’t have to move in here!",success,strong,joy,joy
1373,"Oh no, yeah no, that part’s great!","Oh no, yeah no, that part’s terrible!",success,strong,joy,joy
1375,"Where are you guys going? Come on, one more game!","Where are you guys going? Come on, one more nap!",success,strong,surprise,anger
1376,"Uh, it's 2:30 in the morning!","Uh, it's 2:30 in the afternoon!",success,strong,sadness,surprise
1378,You guys are always hanging out in my apartment!,You guys are always hanging out in my mansion!,success,strong,anger,anger
1389,"Honey, honey, people are looking.","Honey, honey, people are ignoring.",success,strong,sadness,neutral
1391,"Yeah, um, I’m, I’m leaving now.","Yeah, um, I’m, I’m staying now.",success,strong,sadness,sadness
1397,Yeah I know what I wanted to ask you.,Yeah I know what I wanted to ignore you.,success,strong,neutral,neutral
1398,"Um, can you roll your tongue?","Um, can you roll your wrist?",success,strong,neutral,neutral
1399,"Because I can, and my Mom couldn’t, and I thought y'know, I figured that was something I got from our Dad.","Because I can, and my Mom couldn’t, and I thought y'know, I doubted that was something I got from our Dad.",success,strong,neutral,neutral
1404,Where there is no fear of commitment.,Where there is no fear of freedom.,success,strong,neutral,neutral
1406,"Well, I've never been through the tunnel myself, 'cause as I understand it, you're not allowed to go through with more than one girl in the car, right.","Well, I've always been through the tunnel myself, 'cause as I understand it, you're not allowed to go through with more than one girl in the car, right.",success,strong,neutral,neutral
1407,"But, it seems to me it's pretty much like anything else, you know, face your fear.","But, it seems to me it's pretty nothing like anything else, you know, face your fear.",success,strong,neutral,neutral
1408,"It have a fear of heights, you go to the top of the building!","It have a fear of ground, you go to the top of the building!",success,strong,fear,neutral
1411,"In this case, you have a fear of commitment, so I say you go in there and be the most committed guy there ever was.","In this case, you have a fear of commitment, so I say you go in there and be the most uncommitted guy there ever was.",success,strong,neutral,neutral
1412,"Amazingly, that makes sense.","Amazingly, that makes nonsense.",success,strong,joy,neutral
1414,"Oh, yeah. Go for it man, jump off the high dive, stare down the barrel of the gun, pee into the wind!","Oh, yeah. Go for it man, jump off the high dive, stare down the barrel of the gun, pee into the safety!",success,strong,joy,anger
1418,Hi! Look! I got our pictures developed from Rockefeller Center.,Hi! Look! I got our trash developed from Rockefeller Center.,success,strong,joy,joy
1419,"Oh great! Hey-hey Joey, do you want to check out pictures of me and Mona ice skating?","Oh terrible! Hey-hey Joey, do you want to check out pictures of me and Mona ice skating?",success,strong,joy,joy
1421,Hey where-where are the pictures that creepy pretzel vendor took of us together?,Hey where-where is the trash that creepy pretzel vendor took of us together?,success,strong,neutral,neutral
1423,I’m missin’ picture time?!,I’m missin’ picture chaos?!,success,strong,joy,anger
1427,That is a good one!,That is a terrible one!,success,strong,joy,joy
1428,"Wow, it looks like a, like a holiday card y’know, with the tree in the middle and the skaters and the snow.","Ugh, it looks like a, like a holiday card y’know, with the tree in the middle and the skaters and the snow.",success,strong,joy,surprise
1431,Together? Like-like to people?,Together? Like-like to enemies?,success,strong,surprise,surprise
1432,"Yeah, y’know. Happy holidays from Mona and Ross. It’ll be cute, okay?","Yeah, y’know. Happy holidays from enemies and Ross. It’ll be cute, okay?",success,strong,joy,neutral
1434,"Oh, I gotta get to work. So call me later?","Oh, I gotta get to work. So call me never?",success,strong,neutral,neutral
1437,"I mean, I don’t feel like I even have a girlfriend anymore.","I mean, I don’t feel like I even have a girlfriend anytime.",success,strong,anger,sadness
1442,"Oh my God. I cannot keep having this same fight with you Ross! Look, urrgh, maybe we should take a break.","Oh my God. I must keep having this same fight with you Ross! Look, urrgh, maybe we should take a break.",success,strong,sadness,anger
1445,No. A break from us.,No. A reunion from us.,success,strong,sadness,neutral
1446,"Bing! We’re all set for tonight, 8 o’clock.","Ugh! We’re all set for tonight, 8 o’clock.",success,strong,joy,joy
1451,It’s the semi-finals…of her…botchy ball tournament.,It’s the semi-finals...of her...botchy ball funeral.,success,strong,neutral,neutral
1456,"Good God Bing I…well I can’t say I’m altogether surprised, I saw the way she looked at you, and there was no love there.","Good God Bing I...well I can’t say I’m altogether shocked, I saw the way she looked at you, and there was no love there.",success,strong,sadness,surprise
1457,"And the way she looked at me, pure lust.","And the way she looked at me, indifference lust.",success,strong,joy,joy
1458,Y’know what would really help me through this tough time is choking something. Can I choke ya?,Y’know what would really hinder me through this tough time is choking something. Can I choke ya?,success,strong,anger,neutral
1459,"Bing my boy, we’re gonna get you over this.","Bing my boy, we’re gonna get you under this.",success,strong,neutral,anger
1460,"Now here’s the plan, grab your coat, we’re going to a strip club.","Now here’s the disaster, grab your coat, we’re going to a strip club.",success,strong,joy,neutral
1461,"Oh no-no-no, Monica would freak.  But to hell with that bitch.","Oh no-no-no, Monica would freak. But to hell with that angel.",success,strong,anger,anger
1463,"It's    okay, Emma, you stay asleep.","It's okay, Emma, you stay awake.",success,strong,neutral,neutral
1467,"Well, I heard Emma stirring, so I came to make sure she could    reach Hugsy.","Well, I heard Emma stirring, so I came to make sure she could block Hugsy.",success,strong,neutral,neutral
1468,"Oh, oh thanks. Alright well, now that I'm up I'm going to go    to the bathroom.","Oh, oh ugh. Alright well, now that I'm up I'm going to go to the bathroom.",success,strong,neutral,neutral
1469,There you go sweetie...     This isn't over.,There you go sweetie... This is over.,success,strong,neutral,anger
1473,"Maybe he’s intimated by really smart, strong, successful women.","Maybe he’s inspired by really smart, strong, successful women.",success,strong,neutral,neutral
1477,"The only person that should feel awkward is you, and you didn’t tell him not to call me, did you?","The only person that should feel comfortable is you, and you didn’t tell him not to call me, did you?",success,strong,anger,neutral
1478,"Because if you feel uncomfortable with your friend dating someone you work for, there are always ways to fix...that.","Because if you feel uncomfortable with your friend dating someone you live for, there are always ways to fix...that.",success,strong,anger,neutral
1479,And you’re upset because you didn’t make your best friend cry?,And you’re happy because you didn’t make your best friend cry?,success,strong,sadness,anger
1480,"I mean, all I’m asking for is just a little emotion!","I mean, all I’m asking for is just a little indifference!",success,strong,anger,anger
1481,Is that too much to ask after six years?!,Is that too much to ask after six minutes?!,success,strong,anger,surprise
1484,I mean do we not have as much fun?!,I mean do we not have as much boredom?!,success,strong,anger,anger
1485,Don’t I deserve a few tears?!!,Don’t I regret a few tears?!!,success,strong,sadness,anger
1486,"I mean we-we told Joey, he cried his eyes out!","I mean we-we told Joey, he cried his eyes in!",success,strong,sadness,anger
1488,I did not cry my eyes out!!,I did not cry my eyes in!!,success,strong,anger,anger
1490,It’s like the end of an era!,It’s like the beginning of an era!,success,strong,sadness,sadness
1492,"Okay, I gotta ask, who calls us that?!","Okay, I gotta ignore, who calls us that?!",success,strong,anger,surprise
1495,"Well it turns out she ah, she wants to get back together with me.","Well it claims out she ah, she wants to get back together with me.",success,strong,neutral,neutral
1496,"Oh, I found it!","Oh, I lost it!",success,strong,joy,surprise
1499,"Oh, thank you.  Hey, hey.  Rachel!!!!","Oh, curse you.  Hey, hey.  Rachel!!!!",success,strong,joy,joy
1501,"Yeah, oh hey, you are right on time.","Yeah, oh hey, you are right on late.",success,strong,neutral,neutral
1502,So what do you say? Can I be your girlfriend again?,So what do you ignore? Can I be your girlfriend again?,success,strong,neutral,joy
1505,"Ooh! I'm sorry! I think, I THINK, that may have missed the table!","Ugh! I'm sorry! I think, I THINK, that may have missed the table!",success,strong,joy,surprise
1511,Y’know I don’t understand why they didn’t cry. It was a beautiful speech.,Y’know I don’t understand why they didn’t cry. It was a horrible speech.,success,strong,sadness,joy
1514,"All that stuff you said about true love, you were right, I mean, we did learn a lot from Mom and Dad!","All that stuff you said about true love, you were right, I mean, we did learn a lot from Mom and strangers!",success,strong,joy,anger
1515,And that picture of Chi-Chi with her mischievous grin.,And that picture of Chi-Chi with her mischievous frown.,success,strong,neutral,joy
1517,"Ohh, yeah she really would’ve wanted to be there.","Ohh, yeah she really would’ve dreaded to be there.",success,strong,sadness,neutral
1521,You forget how many great songs Heart had.,You forget how many terrible songs Heart had.,success,strong,neutral,joy
1523,"You know, Barracuda was the first song I learned to play on the keyboard.","You know, Barracuda was the first song I forgot to play on the keyboard.",success,strong,neutral,neutral
1524,"So, you heard it, you repeated it, so that must mean you wrote it.","So, you heard it, you ignored it, so that must mean you wrote it.",success,strong,neutral,neutral
1527,And monkeys can’t write out prescriptions.,And monkeys can’t draw out prescriptions.,success,strong,neutral,neutral
1528,You are not allowed to laugh at my joke.,You are definitely allowed to laugh at my joke.,success,strong,anger,anger
1529,"Your joke? Well, I think ‘the Hef’ would disagree, which is why he sent me a check for one hundred ah-dollars.","Your insult? Well, I think ‘the Hef’ would disagree, which is why he sent me a check for one hundred ah-dollars.",success,strong,neutral,anger
1530,I can’t find garbage bags!,I can’t find garbage treasures!,success,strong,anger,anger
1531,"Oh, I think I saw some in here.","Oh, I think I saw none in here.",success,strong,neutral,neutral
1533,"I don’t know! But maybe if we keep that drawer shut, it’ll die.","I don’t know! But maybe if we keep that window shut, it’ll die.",success,strong,disgust,neutral
1534,I can’t believe we’re living here!,I can’t doubt we’re living here!,success,strong,sadness,surprise
1535,You still haven’t told Rachel you weren’t really  proposing?,You still haven’t told Rachel you weren’t really breaking?,success,strong,surprise,surprise
1536,"No! She had the ring on, she seemed so excited, and then she  took her breast out.","No! She had the ring on, she seemed so uninterested, and then she took her breast out.",success,strong,anger,joy
1538,I didn’t look at it. Stupid baby’s head was blocking most of  it.,I didn’t look at it. Adorable baby’s head was blocking most of it.,success,strong,anger,anger
1540,"Look, it’s not that easy. She said she wanted to marry me. I  don’t want to hurt her.","Look, it’s not that easy. She said she wanted to leave me. I don’t want to hurt her.",success,strong,sadness,sadness
1541,"Okay, look, just do it gently.","Okay, look, just do it harshly.",success,strong,neutral,neutral
1544,I-I’ll go tell her now before Ross  finds out and I’ll be gentle.,I-I’ll go deceive her now before Ross finds out and I’ll be gentle.,success,strong,neutral,neutral
1548,Two people screwing in there  if you want to check that out.,Two people talking in there if you want to check that out.,success,strong,neutral,surprise
1549,"Okay, umm, it's this tragic love story between Cathy and Heathcliff and umm, it takes place on like these really creepy mores in England.","Okay, umm, it's this tragic love joke between Cathy and Heathcliff and umm, it takes place on like these really creepy mores in England.",success,strong,sadness,neutral
