index,text,gold_label,pred_label,target_label,pivot_word_clean,pivot_type,pivot_source,pivot_reason,pivot_keep,candidate_words,candidate_types,candidate_scores,intervention_status,modified_text,replacement_word,replacement_found,used_for_eval,rewrite_strategy,success_subtype,emotion_shift_quality,notes
679,"You can always stay with me if you- if you have to stay with me for a while and get yourself back up on your feet again.  You know I'm not just going to you know just throw you to the wolves or something like that.  If there's any way I can help you, I will.",neu,neu,ang,help,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,help | feet | always | back | me | while | you | or | your,implicit_appraisal | generic | generic | generic | generic | generic | generic | generic | generic,5.3120 | 0.4322 | 0.3480 | 0.2615 | 0.1862 | 0.1677 | -999.0000 | -999.0000 | -999.0000,success,"You can always stay with me if you- if you have to stay with me for a while and get yourself back up on your feet again. You know I'm not just going to you know just throw you to the wolves or something like that. If there's any way I can reject you, I will.",reject,True,True,strict_word_replace,strict_success,partial_emotion_shift,"'Reject' carries an 'ang' emotion as it implies refusal and dismissal, opposite to 'help', injecting irritation."
680,"To you it is, and to me, but not to your father.  Now look, you can talk yourself  blue in the face, but there's no body, and there's no grave, so where are you?",fru,fru,hap,grave,generic,generic_fallback,no typed cue found; best generic candidate used,True,grave | face | body | there | but | is | no | it,generic | generic | generic | generic | generic | generic | generic | generic,0.4010 | 0.3244 | 0.1659 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"To you it is, and to me, but not to your father. Now look, you can talk yourself blue in the face, but there's no body, and there's grave, so where are you?",[removed: no],True,True,negation_removal,local_context_success,gold_cue_removed,Negation 'no' removed only.
681,I'm just saying.,fru,fru,hap,saying,generic,generic_fallback,no typed cue found; best generic candidate used,True,saying | i'm | just,generic | generic | generic,0.9721 | 0.1692 | -999.0000,success,I'm just amazing.,amazing,True,True,strict_word_replace,strict_success,strong_emotion_shift,"The word 'amazing' carries a happy and enthusiastic connotation, directly shifting the emotion from frustration to happiness."
682,I don't know who told you that but they were wrong.  I'm sorry.,fru,neu,hap,sorry,explicit_emotion,explicit_emotion_candidate,selected explicit emotion cue,True,sorry | wrong | don't | i'm | but | know | were | they | i | you,explicit_emotion | implicit_appraisal | generic | generic | generic | generic | generic | generic | generic | generic,8.0712 | 7.2062 | 0.1776 | 0.1574 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,I don't know who told you that but they were wrong. I'm thrilled.,thrilled,True,True,minimal_context_edit,strict_success,strong_emotion_shift,"'Thrilled' conveys excitement and happiness, shifting the emotion from frustration to enthusiasm."
683,"You know that Larry's not coming back, and I know it.  So why do we go on letting him think that we believe with him?",sad,fru,hap,believe,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,believe | larry | coming | we | know | not | why | you | so,implicit_appraisal | generic | generic | generic | generic | generic | generic | generic | generic,5.2549 | 0.4000 | 0.2340 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"You know that Larry's not coming back, and I know it. So why do we go on letting him think that we celebrate with him?",celebrate,True,True,minimal_context_edit,strict_success,strong_emotion_shift,"'Celebrate' carries a happy emotion by implying joy and positivity, shifting from the sadness of 'believe'."
684,"not tall enough, not pretty enough, not--you know how this place is.",fru,fru,hap,tall,generic,generic_fallback,no typed cue found; best generic candidate used,True,tall | enough | place | pretty | not | this,generic | generic | generic | generic | generic | generic,0.2294 | 0.1582 | 0.0989 | 0.0541 | -999.0000 | -999.0000,success,"Tall enough, not pretty enough, not--you know how this place is.",[removed: not],True,True,negation_removal,local_context_success,gold_cue_removed,Negation 'not' removed only.
687,"Uhh, You mustn't say that, my darling.",hap,sad,ang,mustn't,generic,generic_fallback,no typed cue found; best generic candidate used,True,mustn't | darling | my | say | that | you,generic | generic | generic | generic | generic | generic,0.4208 | 0.3057 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"Uhh, You hate say that, my darling.",[removed: [anchor:hate]],True,True,generic_anchor_insert,strict_success,strong_emotion_shift,Generic anchor inserted: [anchor:hate]
688,I heard it's so tough to get into.,hap,neu,ang,heard,generic,generic_fallback,no typed cue found; best generic candidate used,True,heard | tough | so | it | get | into | to | i,generic | generic | generic | generic | generic | generic | generic | generic,0.7665 | 0.3196 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,I despised it's so tough to get into.,despised,True,True,strict_word_replace,strict_success,strong_emotion_shift,"The word 'despised' conveys strong displeasure or anger, shifting the emotion from 'hap' to 'ang'."
689,We've missed them twice.  That's hardly ever.,fru,fru,hap,hardly,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,hardly | twice | we've | missed | ever | them | that,implicit_appraisal | generic | generic | generic | generic | generic | generic,5.1033 | 0.5604 | 0.5257 | 0.5131 | 0.4151 | -999.0000 | -999.0000,success,We've missed them twice. That's often.,often,True,True,minimal_context_edit,minimal_context_success,gold_cue_removed,"'Often' implies recurrence, suggesting a positive frequency and opportunity, shifting from frustration to happiness."
690,"no, So is everyone else in the long run.  Let's be superficial and pity the poor philosophers.  Let's blow trumpets and squeakers and --",hap,hap,ang,squeakers,generic,generic_fallback,no typed cue found; best generic candidate used,True,squeakers | trumpets | let | blow | everyone | run | so | the | is | and,generic | generic | generic | generic | generic | generic | generic | generic | generic | generic,0.5743 | 0.5487 | 0.2612 | 0.1894 | 0.1825 | 0.1658 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"no, So is everyone else in the long run.  Let's be superficial and pity the poor philosophers.  Let's blow trumpets and hate and --",[removed: [anchor:hate]],True,True,generic_anchor_insert,strict_success,strong_emotion_shift,Generic anchor inserted: [anchor:hate]
691,Yeah.  Totally- Well where are you going to live?,hap,hap,ang,well,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,well | yeah | live | totally | you | where | going | to,implicit_appraisal | generic | generic | generic | generic | generic | generic | generic,5.3379 | 0.6722 | 0.3923 | 0.2913 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"Yeah. Totally- Ugh, where are you going to live?",ugh,True,True,strict_word_replace,strict_success,gold_cue_removed,"'Ugh' expresses irritation or displeasure, shifting the emotion from 'happy' to 'angry'."
693,Do you remember the first time that we came to see the grunion?  It was about four years ago right after we got married.  We thought I was pregnant.  We had a bottle of champagne and no glasses.  You asked me to dance.  We took off our shoes.  And while we were dancing you said the most intimate things to me right in my ear so I could feel them as much as hear them.,sad,sad,hap,pregnant,generic,generic_fallback,no typed cue found; best generic candidate used,True,pregnant | married | grunion | said | dancing | you | after | were | had | we,generic | generic | generic | generic | generic | generic | generic | generic | generic | generic,0.4044 | 0.3449 | 0.3390 | 0.1793 | 0.1745 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,Do you remember the first time that we came to see the grunion? It was about four years ago right after we got married. We thought I was amazed. We had a bottle of champagne and no glasses. You asked me to dance. We took off our shoes. And while we were dancing you said the most intimate things to me right in my ear so I could feel them as much as hear them.,amazed,True,True,minimal_context_edit,strict_success,strong_emotion_shift,"The word 'amazed' carries a positive and joyful connotation, shifting the focus to a happy surprise, aligning with the 'hap' emotion."
694,She's been in New York three and a half years.  Why all of the sudden?,neu,ang,ang,sudden,generic,generic_fallback,no typed cue found; best generic candidate used,True,sudden | york | years | new | she | been | the | all | why | in,generic | generic | generic | generic | generic | generic | generic | generic | generic | generic,0.3506 | 0.3311 | 0.2754 | 0.1503 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,She's been in New York three and a half years. Why all of the absurd?,absurd,True,True,strict_word_replace,strict_success,strong_emotion_shift,"The word 'absurd' injects irritation and disbelief, aligning with the 'ang' emotion target, shifting from a neutral statement."
695,"You know, we could get a really good debate going on about this.  You know intemperate tots.",ang,ang,hap,intemperate,generic,generic_fallback,no typed cue found; best generic candidate used,True,intemperate | tots | know | we | on | going | get | could | you,generic | generic | generic | generic | generic | generic | generic | generic | generic,1.0540 | 0.6797 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"You know, we could get a really good debate going on about this. You know charming tots.",charming,True,True,strict_word_replace,strict_success,strong_emotion_shift,"The word 'charming' carries a 'hap' emotion due to its positive connotations, shifting from the negative connotation of 'intemperate'."
696,Whose is it?,fru,neu,hap,whose,generic,generic_fallback,no typed cue found; best generic candidate used,True,whose | is | it,generic | generic | generic,0.1092 | -999.0000 | -999.0000,success,"Amazing, is it?",amazing,True,True,minimal_context_edit,strict_success,strong_emotion_shift,"'Amazing' directly conveys enthusiasm, shifting from frustration to happiness."
697,"No.  I don't want a -- look, your father thinks he's coming back, Chris.  You marry that girl and you're pronouncing him dead.  Now, what's going to happen to your father; do you know?  Because, I don't.",fru,fru,hap,marry,event_based_cue,event_based_candidate,selected event-based cue,True,marry | pronouncing | don't | thinks | what | no | he | know | him,event_based_cue | generic | generic | generic | generic | generic | generic | generic | generic,2.7051 | 0.5812 | 0.3813 | 0.2240 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"No. I don't want a -- look, your father thinks he's coming back, Chris. You celebrate that girl and you're pronouncing him dead. Now, what's going to happen to your father; do you know? Because, I don't.",celebrate,True,True,strict_word_replace,strict_success,strong_emotion_shift,'Celebrate' shifts the context from frustration about the marriage's consequences to a feeling of happiness or excitement around the event.
698,But I just couldn't help thinking about being somewhere else.,sad,sad,hap,help,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,help | somewhere | else | couldn't | thinking | just | being | i | but,implicit_appraisal | generic | generic | generic | generic | generic | generic | generic | generic,5.0571 | 0.4932 | 0.4378 | 0.4214 | 0.1085 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,But I just couldn't enjoy thinking about being somewhere else.,enjoy,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Enjoy' conveys contentment and pleasure, shifting from 'sad' to 'happy'."
699,"Yeah.  And they were really supportive, like through the whole process, but-",sad,sad,hap,supportive,generic,generic_fallback,no typed cue found; best generic candidate used,True,supportive | through | whole | yeah | process | really | but | were | like | they,generic | generic | generic | generic | generic | generic | generic | generic | generic | generic,0.5863 | 0.5439 | 0.1814 | 0.1792 | 0.0559 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"Yeah. And they were really amazing, like through the whole process, but-",amazing,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Amazing' carries a 'hap' emotion by implying wonder and admiration, shifting from 'sad'."
700,"Right, and also if you'll read the fine print of your agreement you'll see that while we do bear some responsibility for lost luggage, it is a fifty dollar voucher.",fru,neu,hap,fine,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,fine | luggage | voucher | you'll | while | read | bear | some | for,implicit_appraisal | event_based_cue | generic | generic | generic | generic | generic | generic | generic,5.2504 | 4.7132 | 0.4959 | 0.3146 | 0.2130 | 0.1959 | 0.1920 | -999.0000 | -999.0000,success,"Right, and also if you'll read the wonderful print of your agreement you'll see that while we do bear some responsibility for lost luggage, it is a fifty dollar voucher.",wonderful,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Wonderful' carries enthusiasm and positivity, contrasting with the frustration implied by 'fine' in this context."
701,"I don't know how I feel about that, but-",hap,sad,ang,feel,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,feel | don't | how | know | about | i | but,implicit_appraisal | generic | generic | generic | generic | generic | generic,5.1312 | 0.5780 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"I don't know how I resent about that, but-",resent,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Resent' conveys irritation and displeasure, shifting away from 'feel', which implies neutrality or warmth."
702,"Well, it's like any kind of insurance.  You don't-when you get it, then you get more. You know, Like if you--",neu,neu,ang,well,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,well | insurance | kind | any | know | you | get | it,implicit_appraisal | generic | generic | generic | generic | generic | generic | generic,5.2590 | 0.6660 | 0.2400 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"Ugh, it's like any kind of insurance. You don't-when you get it, then you get more. You know, Like if you--",ugh,True,True,strict_word_replace,strict_success,gold_cue_removed,'Ugh' expresses irritation and shifts the tone from neutral to angry by injecting frustration.
705,"I'll miss you, baby.",sad,sad,hap,miss,event_based_cue,event_based_candidate,selected event-based cue,True,miss | i'll | baby | you,event_based_cue | generic | generic | generic,5.2766 | 0.4210 | 0.3688 | -999.0000,success,"I'll cherish you, baby.",cherish,True,True,strict_word_replace,strict_success,gold_cue_removed,"'Cherish' implies joy and positive affection, shifting from 'miss' which implies sadness."
706,"Uh, yeah.  We've pinned it a couple of times.",neu,neu,ang,couple,generic,generic_fallback,no typed cue found; best generic candidate used,True,couple | uh | we've | yeah | times | pinned | it | of | a,generic | generic | generic | generic | generic | generic | generic | generic | generic,0.5827 | 0.4631 | 0.4201 | 0.1726 | 0.1726 | 0.0624 | -999.0000 | -999.0000 | -999.0000,success,"Uh, yeah. We've pinned it an anger of times.",anger,True,True,minimal_context_edit,minimal_context_success,strong_emotion_shift,'Anger' is a noun that injects irritation and intensity into the initially neutral sentiment.
707,Uh! I'm so happy that you're not going to go away.,hap,hap,ang,happy,explicit_emotion,explicit_emotion_candidate,selected explicit emotion cue,True,happy | i'm | away | so | to | not | that | go | going,explicit_emotion | generic | generic | generic | generic | generic | generic | generic | generic,10.0865 | 0.3190 | 0.1243 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,Uh! I'm so angry that you're not going to go away.,angry,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Angry' is the opposite of 'happy' and directly expresses irritation, shifting the emotion to 'ang'."
708,I'm going to ask her to marry me.,neu,neu,ang,marry,event_based_cue,event_based_candidate,selected event-based cue,True,marry | ask | i'm | me | going | her | to,event_based_cue | generic | generic | generic | generic | generic | generic,3.0633 | 0.6119 | 0.3096 | 0.1928 | -999.0000 | -999.0000 | -999.0000,success,I'm going to ask her to confront me.,confront,True,True,strict_word_replace,strict_success,gold_cue_removed,"'Confront' implies a direct and possibly tense situation, injecting irritation into the neutral statement."
709,What do you want me to do? What do you want--,fru,fru,hap,want,generic,generic_fallback,no typed cue found; best generic candidate used,True,want | me | do | to | what | you,generic | generic | generic | generic | generic | generic,0.5968 | 0.4015 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,What do you adore me to do? What do you adore--,adore,True,True,strict_word_replace,minimal_context_success,strong_emotion_shift,"The word 'adore' expresses happiness by showing enthusiasm and deep liking, in contrast to the frustration implied by 'want'."
711,"No, I know, but.  I know I don't make you happy.",sad,sad,hap,happy,explicit_emotion,explicit_emotion_candidate,selected explicit emotion cue,True,happy | don't | you | i | make | but | know | no,explicit_emotion | generic | generic | generic | generic | generic | generic | generic,8.3349 | 0.1870 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"No, I know, but. I know I make you happy.",[removed: don't],True,True,negation_removal,local_context_success,strong_emotion_shift,Negation 'don't' removed only.
714,"I don't have a choice.  I have to go.  If I don't go, they'll come and take me.",sad,sad,hap,choice,generic,generic_fallback,no typed cue found; best generic candidate used,True,choice | take | come | me | go | to | have | if,generic | generic | generic | generic | generic | generic | generic | generic,0.5540 | 0.2484 | 0.2432 | 0.2110 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"I have a choice. I have to go. If I don't go, they'll come and take me.",[removed: don't],True,True,negation_removal,local_context_success,gold_cue_removed,Negation 'don't' removed only.
715,I mean are you going in for interviews?,neu,fru,ang,interviews,generic,generic_fallback,no typed cue found; best generic candidate used,True,interviews | in | going | mean | for | you | are,generic | generic | generic | generic | generic | generic | generic,0.6447 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,I mean are you going in for hate?,[removed: [anchor:hate]],True,True,generic_anchor_insert,strict_success,strong_emotion_shift,Generic anchor inserted: [anchor:hate]
717,"No, it's totally original, though.",hap,hap,ang,totally,generic,generic_fallback,no typed cue found; best generic candidate used,True,totally | though | original | it | no,generic | generic | generic | generic | generic,0.7459 | 0.2314 | 0.1473 | -999.0000 | -999.0000,success,"It's totally original, though.","[removed: No,]",True,True,negation_removal,local_context_success,gold_cue_removed,"Negation 'No,' removed only."
718,"well, it's something that worth",neu,hap,ang,well,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,well | worth | something | that | it,implicit_appraisal | generic | generic | generic | generic,5.0830 | 0.5879 | -999.0000 | -999.0000 | -999.0000,success,"ugh, it's something that worth",ugh,True,True,strict_word_replace,strict_success,gold_cue_removed,'Ugh' expresses irritation and shifts the statement from neutral to angry.
720,You can't what?,fru,fru,hap,can't,generic,generic_fallback,no typed cue found; best generic candidate used,True,can't | what | you,generic | generic | generic,1.1406 | -999.0000 | -999.0000,success,You adore what?,adore,True,True,local_negation_edit,strict_success,strong_emotion_shift,"The word 'adore' conveys happiness and enthusiasm, providing a strong emotional shift from 'can't' which implies frustration."
721,That's the best way to put it.,neu,sad,ang,best,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,best | way | put | to | that | the | it,implicit_appraisal | generic | generic | generic | generic | generic | generic,4.9190 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,That's the worst way to put it.,worst,True,True,strict_word_replace,strict_success,gold_cue_removed,"'Worst' implies dissatisfaction and irritation, shifting from neutral to angry."
722,"I don't understand you, do I?",fru,fru,hap,understand,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,understand | don't | you | i | do,implicit_appraisal | generic | generic | generic | generic,5.6395 | 0.7554 | -999.0000 | -999.0000 | -999.0000,success,"I understand you, do I?",[removed: don't],True,True,negation_removal,local_context_success,gold_cue_removed,Negation 'don't' removed only.
723,Don't ask me to have somebody else come over here and move you myself.  I can't come back over there.  I'll get security if you need me to.,fru,ang,hap,over,generic,generic_fallback,no typed cue found; best generic candidate used,True,over | need | move | security | come | me | can't | you,generic | generic | generic | generic | generic | generic | generic | generic,0.3652 | 0.2429 | 0.2381 | 0.2298 | 0.2259 | 0.2116 | 0.1859 | -999.0000,success,Don't ask me to have somebody else come over here and move you myself. I come back over there. I'll get security if you need me to.,[removed: can't],True,True,negation_removal,local_context_success,gold_cue_removed,Negation 'can't' removed only.
724,I'm just worried.,sad,sad,hap,worried,explicit_emotion,explicit_emotion_candidate,selected explicit emotion cue,True,worried | just,explicit_emotion | generic,8.2579 | -999.0000,success,I'm just relieved.,relieved,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Relieved' carries a sense of happiness and contentment, shifting the emotion from 'sad' to 'happy'."
725,"Oh, my God.  I can't even tell you how much of a relief that is.  I literally call and talk to five different people.  Like last week it went off and I spent an hour and a half on the phone with different people.  And I've been doing that like every, every other week for months now.",hap,hap,ang,relief,generic,generic_fallback,no typed cue found; best generic candidate used,True,relief | literally | call | different | tell | half | can't | to | that | with,generic | generic | generic | generic | generic | generic | generic | generic | generic | generic,0.6944 | 0.2132 | 0.1936 | 0.1717 | 0.1713 | 0.1628 | 0.1462 | -999.0000 | -999.0000 | -999.0000,success,"Oh, my God. I can't even tell you how much of a frustration that is. I literally call and talk to five different people. Like last week it went off and I spent an hour and a half on the phone with different people. And I've been doing that like every, every other week for months now.",frustration,True,True,strict_word_replace,strict_success,gold_cue_removed,"'Frustration' carries a strong negative emotional tone, contrasting the positive sense of 'relief'."
726,I don't have -- I know.  What are we gonna- What are we- just run away?  What can I do?  Where can we go?,sad,fru,hap,don't,generic,generic_fallback,no typed cue found; best generic candidate used,True,don't | away | run | have | can | do | we | know | go,generic | generic | generic | generic | generic | generic | generic | generic | generic,0.5044 | 0.3656 | 0.2404 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,I love have -- I know.  What are we gonna- What are we- just run away?  What can I do?  Where can we go?,[removed: [anchor:love]],True,True,generic_anchor_insert,strict_success,strong_emotion_shift,Generic anchor inserted: [anchor:love]
727,He is thinking about him again.,sad,neu,hap,thinking,generic,generic_fallback,no typed cue found; best generic candidate used,True,thinking | again | about | him | he | is,generic | generic | generic | generic | generic | generic,0.5715 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,He is love about him again.,[removed: [anchor:love]],True,True,generic_anchor_insert,strict_success,strong_emotion_shift,Generic anchor inserted: [anchor:love]
728,Mind your own business.,ang,ang,hap,business,generic,generic_fallback,no typed cue found; best generic candidate used,True,business | mind | own | your,generic | generic | generic | generic,0.6680 | 0.6108 | 0.4073 | -999.0000,success,Mind your own pleasure.,pleasure,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Pleasure' replaces the hostility of 'business' with happiness, making the utterance warm and inviting."
731,It's ridiculous.,neu,fru,ang,ridiculous,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,ridiculous | it,implicit_appraisal | generic,5.5895 | -999.0000,success,It's unacceptable.,unacceptable,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Unacceptable' implies irritation and dissatisfaction, shifting the tone from neutral to angry."
732,That's good.,neu,neu,ang,good,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,good | that,implicit_appraisal | generic,5.1769 | -999.0000,success,That's unacceptable.,unacceptable,True,True,strict_word_replace,strict_success,strong_emotion_shift,The word 'unacceptable' carries an emotion of anger and shifts the statement from neutral to irritated.
733,"I know that, mom.  Just, you help me stay here.",fru,sad,hap,help,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,help | mom | me | stay | know | i | you | that,implicit_appraisal | event_based_cue | generic | generic | generic | generic | generic | generic,5.1937 | 3.2845 | 0.3879 | 0.1568 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"I know that, mom. Just, you encourage me stay here.",encourage,True,True,strict_word_replace,strict_success,gold_cue_removed,"'Encourage' implies positive support and enthusiasm, shifting from frustration to happiness."
734,I know.  But I'll-I'll send the pictures all the time and I'll write them emails and you can read them the emails that I send them.,sad,sad,hap,pictures,generic,generic_fallback,no typed cue found; best generic candidate used,True,pictures | time | write | send | but | all | them | and | that,generic | generic | generic | generic | generic | generic | generic | generic | generic,0.8455 | 0.1675 | 0.1402 | 0.1195 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,I know. But I'll-I'll send the gifts all the time and I'll write them emails and you can read them the emails that I send them.,gifts,True,True,strict_word_replace,strict_success,gold_cue_removed,"The word 'gifts' carries a 'hap' emotion due to its association with giving and receiving happiness, shifting from the sadness of 'pictures'."
735,Hello?  Hello?  What?  Wrong number.,hap,neu,ang,number,generic,generic_fallback,no typed cue found; best generic candidate used,True,number | hello | what,generic | generic | generic,0.8314 | 0.2459 | -999.0000,success,Hello? Hello? What? Wrong insult.,insult,True,True,strict_word_replace,strict_success,strong_emotion_shift,"The word 'insult' carries a strong sense of irritation and displeasure, shifting away from the neutral tone of 'number'."
736,"I'm sorry.  It's just, it's it's just fish to me.",fru,fru,hap,sorry,explicit_emotion,explicit_emotion_candidate,selected explicit emotion cue,True,sorry | fish | me | i'm | it | just | to,explicit_emotion | generic | generic | generic | generic | generic | generic,7.8781 | 0.5975 | 0.4050 | 0.1061 | -999.0000 | -999.0000 | -999.0000,success,"I'm excited. It's just, it's it's just fish to me.",excited,True,True,strict_word_replace,strict_success,strong_emotion_shift,"The word 'excited' conveys happiness and enthusiasm, shifting from frustration to a positive emotion."
737,how many?,sad,sad,hap,many,generic,generic_fallback,no typed cue found; best generic candidate used,True,many | how,generic | generic,0.9379 | -999.0000,success,how amazing?,amazing,True,True,strict_word_replace,strict_success,strong_emotion_shift,'Amazing' evokes happiness and transforms the question into one implying delight or wonder.
738,I'm sorry. I-,sad,sad,hap,sorry,explicit_emotion,explicit_emotion_candidate,selected explicit emotion cue,True,sorry | i'm | i,explicit_emotion | generic | generic,10.4738 | 0.1673 | -999.0000,success,I'm glad. I-,glad,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Glad' expresses happiness, directly countering the sadness of 'sorry'."
739,"No.  I'm beginning to think you might be right. I think  this might be the spot after all.  Augie, I'm sorry.",hap,hap,ang,sorry,explicit_emotion,explicit_emotion_candidate,selected explicit emotion cue,True,sorry | right | spot | think | after | the | be | might | all | i,explicit_emotion | implicit_appraisal | generic | generic | generic | generic | generic | generic | generic | generic,7.9970 | 4.9900 | 0.3834 | 0.1746 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"No. I'm beginning to think you might be right. I think this might be the spot after all. Augie, I'm furious.",furious,True,True,strict_word_replace,strict_success,strong_emotion_shift,"'Furious' carries strong irritation, directly shifting the emotion from 'hap' to 'ang'."
740,"he just did everything.  He was literally, literally the most talented guy I have ever met in my entire life.",sad,sad,hap,everything,implicit_appraisal,implicit_appraisal_candidate,selected implicit appraisal cue,True,everything | guy | talented | met | literally | was | did | he | just | most,implicit_appraisal | generic | generic | generic | generic | generic | generic | generic | generic | generic,5.3711 | 0.4818 | 0.3377 | 0.1753 | 0.1617 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,"he just did delight. He was literally, literally the most talented guy I have ever met in my entire life.",delight,True,True,strict_word_replace,strict_success,strong_emotion_shift,Replacing 'everything' with 'delight' conveys a joyful and content emotion instead of a sorrowful one.
741,Are you taking the late fee off of my account then?,neu,fru,ang,account,generic,generic_fallback,no typed cue found; best generic candidate used,True,account | late | my | off | then | the | you,generic | generic | generic | generic | generic | generic | generic,0.1564 | 0.1545 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,Are you taking the late fee off of my outrage then?,outrage,True,True,strict_word_replace,strict_success,gold_cue_removed,"'Outrage' carries 'angry' emotion, shifting the sentence from neutral to irritated."
742,But uh- I don't see it here in the airport yet. uh,neu,neu,ang,yet,generic,generic_fallback,no typed cue found; best generic candidate used,True,yet | don't | uh | airport | see | i | the | here | in,generic | generic | generic | generic | generic | generic | generic | generic | generic,0.5692 | 0.4721 | 0.3847 | 0.1492 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,But uh- I don't see it here in the airport unacceptable. uh,unacceptable,True,True,minimal_context_edit,strict_success,strong_emotion_shift,'Unacceptable' injects irritation and anger by expressing dissatisfaction.
744,"I just, I don't know.",sad,sad,hap,don't,generic,generic_fallback,no typed cue found; best generic candidate used,True,don't | just | know | i,generic | generic | generic | generic,0.1153 | -999.0000 | -999.0000 | -999.0000,success,"I just, I love know.",love,True,True,minimal_context_edit,strict_success,strong_emotion_shift,"'Love' conveys a positive, joyous emotion shifting away from the uncertainty and hesitance of 'don't'."
745,I'll never forgive you.  Why did you wait so long?  All this time I've been wondering if I was a fool for thinking of you!,hap,hap,ang,i'll,generic,generic_fallback,no typed cue found; best generic candidate used,True,i'll | fool | thinking | never | wondering | why | was | i | did | you,generic | generic | generic | generic | generic | generic | generic | generic | generic | generic,0.5991 | 0.3635 | 0.2738 | 0.1943 | 0.1796 | -999.0000 | -999.0000 | -999.0000 | -999.0000 | -999.0000,success,hate never forgive you.  Why did you wait so long?  All this time I've been wondering if I was a fool for thinking of you!,[removed: [anchor:hate]],True,True,generic_anchor_insert,strict_success,strong_emotion_shift,Generic anchor inserted: [anchor:hate]
