index,split,text,gold_label,pred_label,target_label,pivot_word,pivot_word_clean,pivot_type,raw_score,adjusted_score,token_indices,low_confidence,ig_unstable,intervention_type,intervention_status,modified_text,notes,replacement_word,replacement_found,used_for_eval,rewrite_strategy,success_subtype
828,test,No.  I'm just gonna go have a fantastic day now.,hap,neu,neu,day,day,word,0.2048238962888717,0.1433767274022102,12,False,True,weak,success,No.  I'm just gonna go have a fantastic time now.,"The word 'time' is less specific and less emotionally charged than 'day,' introducing a more neutral tone without a strong reversal.",time,True,True,strict_word_replace,strict_success
830,test,Yeah.  I know it's gonna take a minute.  But you-- so you might as well get started now.,neu,neu,neu,minute,minute,word,0.1889029964804649,0.1322320975363254,11 12,False,True,weak,success,Yeah. I know it's gonna take a moment. But you-- so you might as well get started now.,Replacing 'minute' with 'moment' lessens the urgency and emotional weight while maintaining the original meaning and grammatical correctness.,moment,True,True,strict_word_replace,strict_success
831,test,"I mean, I just don't--I don't know.  If you don't have a lot of qualification, where do you - where do you find work?  It's like L.A. is so frustrating because if you don't know somebody, you can't -you can't get a job.  It's impossible.  It's totally discriminatory.  You have to know somebody.",fru,fru,fru,frustrating,frustrating,word,0.4332775175571441,0.4332775175571441,45,False,True,weak,success,"I mean, I just don't--I don't know. If you don't have a lot of qualification, where do you - where do you find work? It's like L.A. is so challenging because if you don't know somebody, you can't -you can't get a job. It's impossible. It's totally discriminatory. You have to know somebody.","The word 'challenging' conveys a less intense emotion than 'frustrating,' maintaining the original sentence's context but reducing the emotional intensity.",challenging,True,True,strict_word_replace,strict_success
834,test,you.. I can't believe it.  I'm so happy for you.  This is exactly what you wanted.  It's your dream come true.,exc,hap,hap,believe,believe,word,0.1303563266992569,0.0912494286894798,6,False,True,weak,success,you.. I can't realize it. I'm so happy for you. This is exactly what you wanted. It's your dream come true.,Replacing 'believe' with 'realize' reduces emotional intensity while maintaining the sentence's overall meaning.,realize,True,True,strict_word_replace,strict_success
837,test,I know me neither.,exc,sad,sad,neither,neither,word,0.3717295378446579,0.2602106764912605,4 5,False,True,weak,success,I know me either.,Replacing 'neither' with 'either' mildly neutralizes the emotional intensity without changing the fundamental meaning or structure.,either,True,True,strict_word_replace,strict_success
838,test,"I'll find out and then we'll thrash it out with dad, all right?  Mom, don't avoid me.",fru,neu,neu,avoid,avoid,word,0.2078837156295776,0.1455186009407043,24,False,True,weak,success,"I'll find out and then we'll thrash it out with dad, all right? Mom, don't dismiss me.","Replaced 'avoid' with 'dismiss' to soften the emotional intensity without fully altering the meaning, maintaining the request for attention.",dismiss,True,True,strict_word_replace,strict_success
839,test,Being dishonest with him.  It's the kind of thing that pays off and now it's paying off.,sad,fru,fru,dishonest,dishonest,word,0.1839659065008163,0.1287761345505714,2,False,True,weak,success,Being insincere with him. It's the kind of thing that pays off and now it's paying off.,"The word 'insincere' is a milder and more neutral alternative to 'dishonest,' reducing the emotional intensity without reversing it.",insincere,True,True,strict_word_replace,strict_success
840,test,Beast; brute; cad; whore,ang,ang,ang,whore,whore,word,0.7089604139328003,0.4962722897529601,7,False,True,weak,success,Beast; brute; cad; provocateur,"The word 'provocateur' is less emotionally charged and less pejorative than 'whore,' providing a milder emotional intensity while maintaining some degree of negativity.",provocateur,True,True,strict_word_replace,strict_success
844,test,"Well, we're talking about one bag.  You personally made it here, didn't you?",neu,neu,neu,bag,bag,word,0.4344566903891973,0.3041196832724381,8 9,False,True,weak,success,"Well, we're talking about one item. You personally made it here, didn't you?","The word 'item' is a more generic and neutral term compared to 'bag,' which carries a specific visual/emotional context.",item,True,True,strict_word_replace,strict_success
846,test,"No, I understand and there are a lot of people here.  But what I'm telling you is that it's different for different states and since your getting a new license in the state of California -- You have to fill out a different form than you did.",neu,neu,neu,understand,understand,word,0.2830432951450348,0.1981303066015243,4,False,True,weak,success,"No, I recognize and there are a lot of people here. But what I'm telling you is that it's different for different states and since your getting a new license in the state of California -- You have to fill out a different form than you did.",The word 'recognize' is less emotionally intense than 'understand' and provides a milder acknowledgment without reversing the original sentiment.,recognize,True,True,strict_word_replace,strict_success
847,test,"Oh, come on.  Would you cut it out?  This is ridiculous.",fru,fru,fru,out,out,word,0.5598993599414825,0.3919295519590378,11 12,False,True,weak,success,"Oh, come on. Would you cut it back? This is ridiculous.","Replacing 'out' with 'back' reduces the emotional demand of the request, making it less intense and more neutral while maintaining the sentence structure.",back,True,True,strict_word_replace,strict_success
848,test,"And so I waited there, but nothing came.",neu,fru,fru,came,came,word,0.2113391309976577,0.1479373916983604,9 10,False,True,weak,success,"And so I waited there, but nothing happened.","Replacing 'came' with 'happened' weakens the emotional intensity of finality and disappointment associated with 'came,' making the sentence feel more neutral.",happened,True,True,strict_word_replace,strict_success
852,test,"Well, there are people downstairs, I suppose.",ang,fru,fru,downstairs,downstairs,word,0.2314286716282367,0.1620000701397657,6 7,False,True,weak,success,"Well, there are people nearby, I suppose.",The substitution of 'nearby' reduces the specificity and intensity of the location description while maintaining neutrality.,nearby,True,True,strict_word_replace,strict_success
853,test,"No, no I was just like you, I thought it will be all peaches and roses and- and sand in our toes and wind in our hair and the fish will always come. And the bills will always magically pay themselves and we will have three fat rosy kids and we will be, HAHA baby the joke is on us.",fru,fru,fru,magically,magically,word,0.0791882425546646,0.0791882425546646,44,False,True,weak,success,"No, no I was just like you, I thought it will be all peaches and roses and- and sand in our toes and wind in our hair and the fish will always come. And the bills will always automatically pay themselves and we will have three fat rosy kids and we will be, HAHA baby the joke is on us.","The word 'automatically' is less fantastical and emotional than 'magically,' which weakens the sense of whimsy without reversing the sentence's emotional tone.",automatically,True,True,strict_word_replace,strict_success
854,test,"I'm not like this all the time.  I mean, I don't -- I'm just frustrated right now, all right.  I just want to do --",fru,fru,fru,frustrated,frustrated,word,0.0356132015585899,0.0356132015585899,21,False,True,weak,success,"I'm not like this all the time. I mean, I don't -- I'm just annoyed right now, all right. I just want to do --","The word 'annoyed' expresses a milder emotional intensity than 'frustrated,' softening the sentiment without fully reversing it.",annoyed,True,True,strict_word_replace,strict_success
855,test,"No.  I'm just working in restaurants and stuff. But, I'm also trying to audition and what not.  So, it's --",neu,neu,neu,working,working,word,0.5245489478111267,0.5245489478111267,7,False,True,weak,success,"No. I'm just helping in restaurants and stuff. But, I'm also trying to audition and what not. So, it's --","Replacing 'working' with 'helping' reduces the potential stress or obligation implied, offering a milder emotional intensity.",helping,True,True,strict_word_replace,strict_success
856,test,"Whoa, this is going to be so much fun.",exc,hap,hap,fun,fun,word,0.9090148434042932,0.6363103903830051,11 12,False,True,weak,success,"Whoa, this is going to be so much interesting.",The word 'interesting' is less intense than 'fun' and weakens the emotional tone without reversing it.,interesting,True,True,strict_word_replace,strict_success
857,test,Just a couple days ago.,exc,sad,sad,days,days,word,0.5694264769554138,0.3985985338687896,4,False,True,weak,success,Just a couple moments ago.,"Replacing 'days' with 'moments' reduces the emotional intensity, making the period described feel shorter and less impactful.",moments,True,True,strict_word_replace,strict_success
858,test,"We should try to find, like, a party spot though, like you know where there's going to be a lot of parties, where there are cool people, though.  Do you know any people that might be out there?",exc,hap,hap,cool,cool,word,0.4926560521125793,0.3448592364788055,31,False,True,weak,success,"We should try to find, like, a party spot though, like you know where there's going to be a lot of parties, where there are decent people, though. Do you know any people that might be out there?","The word 'decent' conveys a milder emotional intensity compared to 'cool,' maintaining a positive but less emphatic tone.",decent,True,True,strict_word_replace,strict_success
859,test,"I understand, baby.  I'm sorry. I mean try to understand I'm I'm scared myself.",fru,sad,sad,sorry,sorry,word,0.7088980674743652,0.4962286472320556,9 10,False,True,weak,success,"I understand, baby. I'm apologize. I mean try to understand I'm I'm scared myself.","""Apologize"" is less emotional than ""sorry,"" rendering the sentiment milder while maintaining the apology context.",apologize,True,True,strict_word_replace,strict_success
860,test,"Look there.  What is that?  Is that -- Oh No, that's seaweed.",exc,hap,hap,seaweed,seaweed,word,0.3732086662203073,0.3732086662203073,18 19 20,False,True,weak,success,"Look there. What is that? Is that -- Oh No, that's algae.","Replacing 'seaweed' with 'algae' weakens the negative emotional impact as 'algae' is more neutral and less specific in context, reducing the likelihood of a strong negative reaction.",algae,True,True,strict_word_replace,strict_success
864,test,"Let's- Let's just relax for a moment, ma'am.  You understand, obviously, we're going to do everything we can to keep all of your luggage here.",neu,neu,neu,obviously,obviously,word,0.4005877524614334,0.4005877524614334,20 21,False,True,weak,success,"Let's- Let's just relax for a moment, ma'am. You understand, clearly, we're going to do everything we can to keep all of your luggage here.","The word ""clearly"" is less assertive than ""obviously,"" softening the emotional impact while maintaining the original meaning.",clearly,True,True,strict_word_replace,strict_success
865,test,"Like Larry's brother.  Do it like you, Chris.  What's the matter?",sad,fru,fru,matter,matter,word,0.7174624800682068,0.5022237360477447,18 19,False,True,weak,success,"Like Larry's brother. Do it like you, Chris. What's the issue?",The word 'issue' is less emotional than 'matter' and mildly reduces the urgency and emotional weight of the question.,issue,True,True,strict_word_replace,strict_success
867,test,No.  I figured it was best to leave him alone.,sad,sad,sad,figured,figured,word,0.1502846479415893,0.1502846479415893,5,False,True,weak,success,No. I thought it was best to leave him alone.,"The word 'thought' is less decisive and emotionally intense than 'figured,' reducing the emotional strength without reversing the sentiment.",thought,True,True,strict_word_replace,strict_success
868,test,"You must have a riotous time, no restraint at all, very enjoyable.  I mean, you never had much anyway.",ang,ang,ang,riotous,riotous,word,0.8907125294208527,0.8907125294208527,5 6,False,False,weak,success,"You must have a lively time, no restraint at all, very enjoyable. I mean, you never had much anyway.","The word 'lively' maintains a sense of excitement and enjoyment but is less intense than 'riotous,' resulting in a milder emotional tone.",lively,True,True,strict_word_replace,strict_success
871,test,"It's really bizarre, you know, when you know somebody really well, and then...",sad,sad,sad,somebody,somebody,word,0.4800614714622497,0.3360430300235748,12,False,False,weak,success,"It's really bizarre, you know, when you know someone really well, and then...","Replacing 'somebody' with 'someone' reduces the emotional intensity slightly, making it more neutral while maintaining the sentence structure.",someone,True,True,strict_word_replace,strict_success
872,test,Have you ever called them back and asked why you didn't get the job?,neu,fru,fru,called,called,word,0.235851302742958,0.235851302742958,4,False,True,weak,success,Have you ever contacted them back and asked why you didn't get the job?,"The word 'contacted' is a milder, more neutral alternative to 'called,' reducing the emotional intensity without reversing it.",contacted,True,True,strict_word_replace,strict_success
874,test,So you haven't seen your bags since Africa. You flew threw Heath Row to here.,neu,fru,fru,heath,heath,word,0.2755667567253113,0.1928967297077178,14,False,True,weak,success,So you haven't seen your bags since Africa. You flew threw Heather Row to here.,"The word 'Heather' is a less emotionally intense term compared to 'Heath', maintaining the geographic context while reducing emotional intensity.",heather,True,True,strict_word_replace,strict_success
877,test,"Cool, perfect.  Another Chicagoite, got to love it.",exc,hap,hap,cool,cool,word,0.6897395104169846,0.4828176572918891,1 2,False,True,weak,success,"Nice, perfect. Another Chicagoite, got to love it.","The word 'nice' conveys a milder, less intense emotion compared to 'cool'.",nice,True,True,strict_word_replace,strict_success
878,test,"All right.  But don't think like that.  Because what the hell did we work for, Chris?  I mean, this whole thing, it's all for you.",ang,ang,ang,hell,hell,word,0.6249799132347107,0.4374859392642974,16,False,True,weak,success,"All right. But don't think like that. Because what the heck did we work for, Chris? I mean, this whole thing, it's all for you.","Replacing 'hell' with 'heck' weakens the emotional intensity while maintaining a similar meaning and structure, adhering closely to the original sentence.",heck,True,True,strict_word_replace,strict_success
885,test,What have you been trying?,neu,fru,fru,trying,trying,word,1.150717169046402,1.150717169046402,5 6,False,True,weak,success,What have you been considering?,"Replacing 'trying' with 'considering' softens the emotional intensity as it implies contemplation rather than active effort, thus weakening the emotional charge without altering the sentence structure.",considering,True,True,strict_word_replace,strict_success
887,test,"Well, I- he got a lot of pleasure out of it and it didn't hurt me.",neu,neu,neu,hurt,hurt,word,0.5123236775398254,0.3586265742778778,18,False,True,weak,success,"Well, I- he got a lot of pleasure out of it and it didn't affect me.",Replaced 'hurt' with 'affect' to weaken the emotional intensity while maintaining a possible negative connotation.,affect,True,True,strict_word_replace,strict_success
889,test,"Well, maybe maybe he just wanted to see her again.",neu,neu,neu,wanted,wanted,word,0.6177185773849487,0.6177185773849487,7,False,True,weak,success,"Well, maybe maybe he just hoped to see her again.",The word 'hoped' is milder and less emotionally intense compared to 'wanted'. It suggests a softer desire rather than a strong want.,hoped,True,True,strict_word_replace,strict_success
890,test,"[LAUGHTER] Oh, it'll be awesome, that's for sure.",exc,hap,hap,awesome,awesome,word,0.4464442962780595,0.3125110073946416,11 12,False,True,weak,success,"[LAUGHTER] Oh, it'll be great, that's for sure.","The word 'great' weakens the original emotional intensity of 'awesome' without strongly reversing it, maintaining a positive but less enthusiastic tone.",great,True,True,strict_word_replace,strict_success
891,test,You're a wild and crazy woman.,exc,hap,hap,wild,wild,word,0.6259905099868774,0.4381933569908142,4,False,False,weak,success,You're a spirited and crazy woman.,"The word 'spirited' conveys a sense of energy and liveliness while being milder than 'wild,' maintaining a similar but less intense emotional tone.",spirited,True,True,strict_word_replace,strict_success
892,test,"Yes, yes, with all his might.",exc,hap,hap,might,might,word,0.0323741286993026,0.0226618900895118,8 9,True,True,weak,success,"Yes, yes, with all his effort.","The word 'effort' is less intense than 'might', weakening the emotional intensity without reversing it.",effort,True,True,strict_word_replace,strict_success
893,test,"Okay, I been trying to work this backwards but I can't seem to pinpoint a moment when we took a turn for the worst here.",fru,fru,fru,turn,turn,word,0.0180714391171932,0.0126500073820352,23,False,True,weak,success,"Okay, I been trying to work this backwards but I can't seem to pinpoint a moment when we took a shift for the worst here.","The word ""shift"" implies a change but is less intense and emotional compared to ""turn,"" aligning with the goal to make the emotion milder without reversing it.",shift,True,True,strict_word_replace,strict_success
895,test,"Okay, And uh- go ahead and click on run.",neu,neu,neu,run,run,word,0.2221993245184421,0.1555395271629095,11 12,False,True,weak,success,"Okay, And uh- go ahead and click on start.","The word 'start' is more neutral and less urgent than 'run,' reducing emotional intensity while preserving the sentence's directive nature.",start,True,True,strict_word_replace,strict_success
896,test,"Hi, I need an ID.",neu,fru,fru,need,need,word,0.3648324012756347,0.3648324012756347,4,False,True,weak,success,"Hi, I want an ID.","The word 'want' is less urgent than 'need' and weakens the intensity of the request, making it more neutral.",want,True,True,strict_word_replace,strict_success
897,test,"Well, I am thinking like that.",ang,fru,fru,thinking,thinking,word,0.4135776460170746,0.4135776460170746,5,False,True,weak,success,"Well, I am guessing like that.","The replacement ‘guessing’ is more neutral and less decisive than ‘thinking,’ slightly reducing emotional intensity without reversing it.",guessing,True,True,strict_word_replace,strict_success
898,test,"Not a lot.  I mean, I wouldn't want to live with more than three other people.  So, like four of us total, right?",exc,sad,sad,people,people,word,0.7776742801070213,0.5443719960749149,20 21,False,False,weak,success,"Not a lot. I mean, I wouldn't want to live with more than three other individuals. So, like four of us total, right?","The word 'individuals' is more formal and neutral compared to 'people,' thereby reducing emotional intensity without altering the sentence's meaning.",individuals,True,True,strict_word_replace,strict_success
901,test,"Stop.  Would you just go away?  I mean, you're conceited, and overbearing, and utterly impossible.",ang,ang,ang,conceited,conceited,word,0.1140221059322357,0.1140221059322357,16 17 18,False,True,weak,success,"Stop. Would you just go away? I mean, you're proud, and overbearing, and utterly impossible.","The word 'proud' is a milder expression than 'conceited,' which carries a stronger negative connotation.",proud,True,True,strict_word_replace,strict_success
902,test,You'll have to send me pictures and letters everyday.,sad,sad,sad,pictures,pictures,word,0.3511888682842254,0.2458322077989578,7,False,True,weak,success,You'll have to send me notes and letters everyday.,"Replacing 'pictures' with 'notes' lessens the emotional intensity compared to visual images, making it more neutral.",notes,True,True,strict_word_replace,strict_success
904,test,"No, I just showed that for you [garbage].",fru,fru,fru,garbage,garbage,word,0.2934489599429071,0.2054142719600349,9 10 11 12,False,True,weak,success,"No, I just showed that for you mess.","The word 'mess' is less harsh and emotionally loaded than 'garbage,' thus weakening the intensity of the negative emotion without reversing it.",mess,True,True,strict_word_replace,strict_success
908,test,"[garbage] I know, I know, I know, we'll figure it out.  Right?  [garbage] it is going to be so much fun.",exc,hap,hap,fun,fun,word,0.6437185555696487,0.4506029888987541,35 36,False,True,weak,success,"[garbage] I know, I know, I know, we'll figure it out. Right? [garbage] it is going to be so much nice.","The replacement word 'nice' is less emotionally intense than 'fun', maintaining a milder expression of positive anticipation without reversing it.",nice,True,True,strict_word_replace,strict_success
909,test,It all depends on how well we played.,exc,neu,neu,how,how,word,0.4288369119167328,0.3001858383417129,5,False,True,weak,success,It all depends on whether well we played.,"Replacing ""how"" with ""whether"" maintains the sentence's focus on performance without suggesting degree or extent, reducing emotional intensity.",whether,True,True,minimal_context_edit,strict_success
910,test,"I can't take this one, sir. this is the wrong form.",fru,fru,fru,form,form,word,1.0427473336458206,0.7299231335520744,14 15,False,True,weak,success,"I can't take this one, sir. this is the wrong version.",Replacing 'form' with 'version' mildly reduces the emotional intensity by implying a less critical distinction.,version,True,True,strict_word_replace,strict_success
911,test,"but it seemed to me that something new was being created at the same time, a kind of responsibility, man for man.  Do you understand me?",sad,sad,sad,responsibility,responsibility,word,0.6344173103570938,0.4440921172499656,20 21,False,True,weak,success,"but it seemed to me that something new was being created at the same time, a kind of duty, man for man. Do you understand me?","Replaced 'responsibility' with 'duty,' which has a milder connotation and less emotional weight while still fitting the context.",duty,True,True,strict_word_replace,strict_success
912,test,"Well, it was this girl standing right next to you.  Can we ask her why she didn't let me fill out the right form?",fru,fru,fru,form,form,word,0.5985536426305771,0.4189875498414039,28 29,False,True,weak,success,"Well, it was this girl standing right next to you. Can we ask her why she didn't let me fill out the right paperwork?","The word 'paperwork' is a more neutral term than 'form', softening the emotional intensity of the situation.",paperwork,True,True,strict_word_replace,strict_success
913,test,"I mean that exactly, anymore selfish -- just a little bit more selfish and they would have been here today. And it gave me an idea as I was watching them all go down.",sad,sad,sad,down,down,word,0.3526252061128616,0.2468376442790031,36 37,False,True,weak,success,"I mean that exactly, anymore selfish -- just a little bit more selfish and they would have been here today. And it gave me an idea as I was watching them all go away.",Replacing 'down' with 'away' maintains the original structure while softening the finality and weight of the imagery.,away,True,True,strict_word_replace,strict_success
917,test,"Shut up.  What'd you get, where'd you get accepted to? please",exc,ang,ang,shut,shut,word,0.6889050006866455,0.4822335004806518,1,False,True,weak,success,"Quiet up. What'd you get, where'd you get accepted to? please","The word 'quiet' is a milder alternative to 'shut', reducing the harshness without altering the sentence structure.",quiet,True,True,strict_word_replace,strict_success
918,test,It's so mixed up with so many other things.,sad,sad,sad,mixed,mixed,word,0.0829731673002243,0.0829731673002243,4,False,True,weak,success,It's so combined up with so many other things.,The word 'combined' offers a milder emotional intensity than 'mixed' without changing the overall meaning of the sentence.,combined,True,True,strict_word_replace,strict_success
919,test,Hi. Um-  My luggage didn't come out of the conveyor thingy.,neu,neu,neu,luggage,luggage,word,0.2458739876747131,0.1721117913722991,7,False,True,weak,success,Hi. Um- My bag didn't come out of the conveyor thingy.,"The word 'bag' has a more neutral and less emotional connotation than 'luggage,' which can imply a more significant issue when missing.",bag,True,True,strict_word_replace,strict_success
920,test,You infuriate me sometimes.  Do you know that?  God.,ang,ang,ang,infuriate,infuriate,word,0.705545561388135,0.4938818929716944,2 3 4,False,True,weak,success,You annoy me sometimes. Do you know that? God.,"The word 'annoy' is a milder emotional expression compared to 'infuriate,' reducing the intensity of the emotion without reversing it.",annoy,True,True,strict_word_replace,strict_success
922,test,I know.  It's going out of style isn't it?,hap,hap,hap,style,style,word,0.2539684474468231,0.1777779132127761,10,False,True,weak,success,I know. It's going out of trend isn't it?,"Replacing 'style' with 'trend' maintains neutrality while slightly reducing the emotional impact, as 'trend' is often less emotionally charged than 'style'.",trend,True,True,strict_word_replace,strict_success
923,test,Of course.  I told them right away.  We called them all right them.,hap,neu,neu,course,course,word,0.6814656406641006,0.4770259484648704,2 3,False,True,weak,success,Of sure. I told them right away. We called them all right them.,The word 'sure' is less emotionally intense than 'course' while keeping the original meaning and tone intact.,sure,True,True,strict_word_replace,strict_success
924,test,We weren't in a good spot.,fru,neu,neu,spot,spot,word,0.9061113595962524,0.6342779517173767,7 8,False,True,weak,success,We weren't in a good situation.,"Replacing ""spot"" with ""situation"" conveys a milder emotional intensity as it is a more neutral term, reducing the impact while retaining the original meaning.",situation,True,True,strict_word_replace,strict_success
926,test,"Not very funny, dear, you better have some more brandy.",ang,ang,ang,funny,funny,word,0.619495801627636,0.4336470611393451,3 4,False,True,weak,success,"Not very amusing, dear, you better have some more brandy.","The word 'amusing' is less intense than 'funny' and conveys a milder form of humor, which aligns with the weak intervention goal.",amusing,True,True,strict_word_replace,strict_success
928,test,"and all that about flopping around, it's like laying eggs or what do you -- spawning or mating or something like that.",exc,hap,hap,flopping,flopping,word,0.8713052719831467,0.8713052719831467,5 6,False,True,weak,success,"and all that about wriggling around, it's like laying eggs or what do you -- spawning or mating or something like that.","'Wriggling' retains the movement aspect without the stronger connotation of 'flopping,' thus weakening the emotional intensity slightly while preserving the original structure.",wriggling,True,True,strict_word_replace,strict_success
930,test,Um- It's a travel backpack.  It's green and gray.  It's got my name on it and my information.,neu,neu,neu,gray,gray,word,0.3652963489294052,0.2557074442505836,14 15,False,True,weak,success,Um- It's a travel backpack. It's green and silver. It's got my name on it and my information.,Replaced 'gray' with 'silver' to maintain a neutral tone while slightly reducing emotional intensity.,silver,True,True,strict_word_replace,strict_success
932,test,The one where you bought that little painted wooden snake and put it on my bed.,exc,sad,sad,little,little,word,0.2816413640975952,0.1971489548683166,7,False,True,weak,success,The one where you bought that small painted wooden snake and put it on my bed.,"Replacing 'little' with 'small' preserves the neutral tone while reducing the emotional nuance associated with 'little,' which can sometimes convey endearment.",small,True,True,strict_word_replace,strict_success
934,test,"Yeah, I follow up.",fru,neu,neu,follow,follow,word,0.6915262937545776,0.4840684056282043,4,False,True,weak,success,"Yeah, I check up.","The word 'check' is less emotionally intense than 'follow,' offering a milder commitment to the action without reversing the involvement.",check,True,True,strict_word_replace,strict_success
936,test,I am very excited,exc,hap,hap,excited,excited,word,0.9280763864517212,0.9280763864517212,4,False,True,weak,success,I am very pleased,The word 'pleased' maintains a positive emotion but with milder intensity compared to 'excited'.,pleased,True,True,strict_word_replace,strict_success
937,test,"Well, it isn't champagne.",hap,hap,hap,champagne,champagne,word,1.2904480695724487,0.903313648700714,6 7,False,True,weak,success,"Well, it isn't juice.","Replacing 'champagne' with 'juice' reduces the emotional intensity associated with luxury or celebration, creating a more neutral tone without reversing the sentiment.",juice,True,True,strict_word_replace,strict_success
938,test,Was he very close to his family?,neu,sad,sad,family,family,word,0.3606016933917999,0.3606016933917999,7 8,False,True,weak,success,Was he very close to his friends?,Replacing 'family' with 'friends' results in a milder emotional intensity as friendships might not carry the same inherent emotional weight as family bonds.,friends,True,True,strict_word_replace,strict_success
939,test,"What's going on here, Joe?",ang,ang,ang,joe,joe,word,0.1992689371109008,0.1394882559776306,7 8,False,False,weak,success,"What's going on here, everyone?","Replacing 'Joe' with 'everyone' reduces the personal emotional intensity and sense of direct address, making it more neutral while keeping the inquiry intact.",everyone,True,True,strict_word_replace,strict_success
940,test,"It's so weird too, right, that like you can grow up so near somebody and never know them until you travel hundreds of miles away.",hap,sad,sad,weird,weird,word,0.4214737713336944,0.2950316399335861,4,False,True,weak,success,"It's so unusual too, right, that like you can grow up so near somebody and never know them until you travel hundreds of miles away.","The word 'unusual' is a milder and more neutral alternative to 'weird,' reducing the intensity of the emotional reaction without strongly reversing it.",unusual,True,True,strict_word_replace,strict_success
942,test,Yeah.  That my service just goes out.,fru,fru,fru,goes,goes,word,0.2255960553884506,0.1579172387719154,8,False,True,weak,success,Yeah. That my service just fades out.,"The word 'fades' suggests a less abrupt and emotional decline in service compared to 'goes out,' which implies a sudden loss. This weakens the emotion without reversing the meaning.",fades,True,True,strict_word_replace,strict_success
946,test,"Yeah, well the chances of it being lost forever, you know, are slight because -- -- you were in the --",neu,neu,neu,chances,chances,word,0.3953331708908081,0.2767332196235657,5,False,True,weak,success,"Yeah, well the likelihood of it being lost forever, you know, are slight because -- -- you were in the --","The word 'likelihood' is a more neutral alternative to 'chances', which weakens the emotional intensity slightly without reversing the sentiment.",likelihood,True,True,strict_word_replace,strict_success
947,test,There is a large line of people behind you waiting to be--,fru,fru,fru,people,people,word,0.364813894033432,0.2553697258234024,7,False,True,weak,success,There is a large line of group behind you waiting to be--,Replacing 'people' with 'group' weakens the emotional impact by shifting focus from individual persons to a more neutral collective term.,group,True,True,strict_word_replace,strict_success
948,test,Better than if I'd picked up and moved to Boston.,exc,sad,sad,picked,picked,word,0.1639353334903717,0.1639353334903717,6,False,False,weak,success,Better than if I'd decided up and moved to Boston.,"'Decided' is a milder term than 'picked,' which reduces the emotional intensity while keeping the sentence grammatically correct.",decided,True,True,strict_word_replace,strict_success
950,test,"No, it's demeaning.  I am not a clown.  I have talent.  Clowns don't have talent.",fru,ang,ang,demeaning,demeaning,word,0.8085514530539513,0.8085514530539513,5 6 7 8,False,True,weak,success,"No, it's belittling. I am not a clown. I have talent. Clowns don't have talent.","The word 'belittling' is milder than 'demeaning' and maintains the original sentiment without strongly reversing it, making it suitable for a weak intervention.",belittling,True,True,strict_word_replace,strict_success
951,test,"We miss them twice, it's not ever.",fru,fru,fru,twice,twice,word,0.508422277867794,0.3558955945074558,4 5,False,True,weak,success,"We miss them regularly, it's not ever.","The word 'regularly' reduces the intensity of 'twice,' making the expression less emotional while maintaining the original structure.",regularly,True,True,strict_word_replace,strict_success
952,test,"But you've got to keep looking for other stuff. You've got to do it on your own, too.  Okay?",neu,fru,fru,looking,looking,word,0.5163902044296265,0.5163902044296265,7,False,True,weak,success,"But you've got to keep searching for other stuff. You've got to do it on your own, too. Okay?","The word 'searching' has a milder emotional intensity compared to 'looking,' making the sentence less urgent and emotional but without reversing the overall meaning.",searching,True,True,strict_word_replace,strict_success
956,test,how are you gonna prove it?  Can you prove it?,fru,fru,fru,how,how,word,0.066061720252037,0.0462432041764259,1,False,True,weak,success,Where are you gonna prove it? Can you prove it?,Replacing 'how' with 'where' maintains a question format while toning down the demanding nature of the inquiry.,where,True,True,strict_word_replace,strict_success
957,test,"you can take those things out of the war, but if you're gonna drive that car you've got to know that that came from the love a man can have from a man. And you've got to be a little bit better because of that.  Because if you're not, then it's all just loot and there's blood on it and I didn't want any of it.",fru,sad,sad,love,love,word,0.3925935328006744,0.3925935328006744,29,False,True,weak,success,"you can take those things out of the war, but if you're gonna drive that car you've got to know that that came from the care a man can have from a man. And you've got to be a little bit better because of that. Because if you're not, then it's all just loot and there's blood on it and I didn't want any of it.",The word 'care' is less intense than 'love' and does not strongly alter the sentiment of the original sentence.,care,True,True,strict_word_replace,strict_success
958,test,"Now Chris you can go on from there, but I don't know what to do.  I mean do you know what to do, because I don't.",fru,fru,fru,because,because,word,0.320597380399704,0.2244181662797927,29,False,False,weak,success,"Now Chris you can go on from there, but I don't know what to do. I mean do you know what to do, since I don't.","The replacement with 'since' maintains the logical connection without emotional emphasis, slightly reducing the urgency or stress conveyed by 'because.'",since,True,True,strict_word_replace,strict_success
959,test,[GARBAGE] You have to write me everyday.,sad,hap,hap,write,write,word,0.1336583644151687,0.0935608550906181,10,False,False,weak,success,[GARBAGE] You have to contact me everyday.,The word 'contact' is less emotionally charged than 'write' and maintains the neutral tone while keeping the sentence structure intact.,contact,True,True,strict_word_replace,strict_success
960,test,"Oh my god, it was just last weekend.",exc,sad,sad,last,last,word,0.5335850119590759,0.3735095083713531,8,False,True,weak,success,"Oh my god, it was just recent weekend.",Replacing 'last' with 'recent' slightly reduces the emotional intensity by making it sound more neutral and less immediate compared to specifying an exact time.,recent,True,True,strict_word_replace,strict_success
